sgRNA_target	locus	Gene name	Product	wmean_fitness_CO2_1percent	wmean_fitness_CO2_30percent	wmean_fitness_CO2_4percent	wmean_fitness_CO2_ambient	sd_fitness_CO2_1percent	sd_fitness_CO2_30percent	sd_fitness_CO2_4percent	sd_fitness_CO2_ambient	p_fitness_adj_CO2_1percent	p_fitness_adj_CO2_30percent	p_fitness_adj_CO2_4percent	p_fitness_adj_CO2_ambient	comb_score_CO2_1percent	comb_score_CO2_30percent	comb_score_CO2_4percent	comb_score_CO2_ambient
agp	slr1176	glgC	glucose-1-phosphate adenylyltransferase	0.05083040052336875	-0.2612981237044371	-0.25152301135416694	0.2908263046608492	0.31783137514943	0.36153219741661674	0.666757071032266	0.3080698943458639	0.8071914100096246	0.8497182117527863	0.8430451718288622	0.6429067650440783	0.004728420158511072	0.0184803290162289	0.018650218628435373	0.05579560945578984
ahcY	sll1234	ahcY	adenosylhomocysteinase	-2.9908383879294083	-1.7770551052863712	-1.9371607269427031	-1.550903299623914	1.517542455672195	0.8660035106394709	1.0719287769871937	1.3590474906537782	0.2542874739435285	0.30324858757062145	0.38191973815283903	0.5108012942519984	1.7785769152355133	0.9208721115777598	0.8097872230776775	0.45247295292752615
alaS	sll0362	alaS	alanyl-tRNA synthetase	-4.693454108576696	-2.7982178735083605	-4.073135584108469	-2.858051725153519	1.725946168474434	1.4522982737693408	2.2148432394215782	0.9183195171755305	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.31112334801762115	2.7910799740707395	1.4500398969997181	2.177775086373362	1.4492248469518858
alr	slr0827	alr	alanine racemase	-1.3840416058247649	-4.317003969390437	-3.2314783556871984	-6.612189046338462	0.8954018197639416	2.0039689007634305	1.979416653557778	3.9133549034542816	0.921179437080847	0.30324858757062145	0.9468802583726863	0.7734786725955207	0.049349062367741205	2.2370766945583873	0.07660199411731236	0.737600642908381
ama	sll0100	ama	N-acyl-L-amino acid amidohydrolase	-1.9473705902824339	0.2333787759742091	-1.4521205472812673	-0.5279582920637097	1.5876536264824652	0.38610643930310534	1.1587039207533614	0.5692459817358599	1	0.8497182117527863	0.9468802583726863	0.9598533619456366	-0	0.016505731094673463	0.03442242756313093	0.00939507568699213
ama2	slr1653	ama	N-acyl-L-amino acid amidohydrolase	0.025264589535447232	0.4010490786954002	0.16440804138214857	-0.11843225545605215	0.20415864790193863	0.2699795938569617	0.17739287037039858	0.22147243146411968	0.8071914100096246	0.39461108660491107	0.38191973815283903	0.9598533619456366	0.0023501997471177772	0.16195593716292436	0.06872714763973625	0.0021075149694902936
amiA	slr1910	amiA	probable N-acetylmuramoyl-L-alanine amidase	-0.5684115915154887	-1.4253424714207101	-0.6688175900072607	-0.5216175057786765	0.5890090024682081	1.2231000112937451	0.5384461675836005	0.5421438714704199	0.8071914100096246	0.8497182117527863	0.7654734740444954	0.9598533619456366	0.05287561774016635	0.10080745111838041	0.07762956023442945	0.009282240699913758
amiA2	slr0891	amiA	N-acetylmuramoyl-L-alanine amidase	0.13503911132217863	-0.6955462323171442	0.09318710419144391	-0.09733356188255653	0.13338483622560177	0.652437445635505	0.18806330424959658	0.3146838040719295	0.3416613621896881	0.504337885241794	0.4932155109041902	0.8515515928417312	0.06298279949304718	0.20677087590193677	0.02860501859133872	0.006792815294888551
amiA3	slr1744	amiA	N-acetylmuramoyl-L-alanine amidase;  periplasmic protein	0.9628606281090499	-4.203505414479233	-2.3352835806260446	-1.0329650201813247	2.7371450264334487	3.183223413722139	2.407407966454467	0.34419236142345006	0.8071914100096246	0.504337885241794	0.7654734740444954	0.31112334801762115	0.08956863524406732	1.2496113932137551	0.27105602498390563	0.5237828833201125
amiC	slr0447	urtA	periplasmic protein;  ABC-type urea transport sy stem substrate-binding protein	-1.9244121053133711	0.7502540765259057	-1.5702971332909095	-0.37153505806884435	1.535020927176778	1.052827241246635	1.2316489390060235	0.6817226705818714	0.3416613621896881	1	0.4932155109041902	0.9598533619456366	0.8975537574575131	-0	0.4820235490892805	0.006611507089477802
ams1	slr0323	ams1	putative alpha-mannosidase	-0.7744428955743557	0.4124057856005855	-0.2686303777712811	-0.04966192108009919	0.8606068546704961	0.3302243363023428	0.7459994534858008	0.2353269363124184	0.7448358575846483	0.39461108660491107	0.8430451718288622	1	0.09908177789957483	0.16654212425976817	0.01991871538393371	-0
amt1	sll0108	amt1	ammonium/methylammonium permease	-0.6034585909841401	1.8052575921628027	-0.5765304688692721	0.011704030166127838	0.2735780712203591	0.2682409338257085	0.14899971237508117	0.19209602464911646	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.9598533619456366	0.3588617571436207	0.9354866744938931	0.3082523686511335	2.0827449991133202e-4
amt2	sll1017	amt2	ammonium/methylammonium permease	0.20298830803848517	0.365342313858646	0.032262139216556476	0.2983528786055802	0.13321361256044992	0.18226916303123933	0.08368852573532586	0.200917823136082	0.3416613621896881	0.30324858757062145	0.4932155109041902	0.5108012942519984	0.09467458560297155	0.18932083029439878	0.00990329187813403	0.08704385891101694
amt3	sll0537	amt3	ammonium/methylammonium permease	0.26613588152992684	0.27515276261462296	0.06818780709385447	-0.11961192908821149	0.16463826229513392	0.2668965222255414	0.1419650792175801	0.2759183675237116	0.2542874739435285	0.6397192028985508	0.6221601446587537	0.9598533619456366	0.1582643639707601	0.05338255602400354	0.014053357920416688	0.002128507391101409
ank	slr1109	ank	similar to ankyrin	-0.8458545703539573	0.28590791837848234	-0.6710217574109253	1.091744603926125	0.8312853035761372	0.2007431004543216	0.7012635116511701	0.7594903171744776	0.8071914100096246	0.30324858757062145	1	0.31112334801762115	0.07868432592404262	0.14815783018251802	-0	0.5535880938090437
apcA	slr2067	apcA	allophycocyanin alpha subunit	-5.67190285762801	-1.8700074273966187	-4.461173532759224	-4.94080575983413	2.2974348549939703	1.1802228031847726	1.6670680573095535	1.0751458975438315	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.31112334801762115	3.3729390156114376	0.9690401176700221	2.385246544096517	2.5053215125873898
apcB	slr1986	apcB	allophycocyanin beta subunit	-4.114722665968232	-0.33119388368936703	-3.689360728906078	-3.607831765838445	1.8928365072681934	1.021875232471744	1.3973102336121659	0.8001932606826607	0.2542874739435285	0.7783497679814385	0.2919658398607485	0.31112334801762115	2.446922834688505	0.03604224053468606	1.972582968120012	1.8294138600289058
apcC	ssr3383	apcC	phycobilisome small core linker polypeptide	-0.10697859093064829	0.6202338000804938	-0.0043816222287210455	-0.9112643451690229	0.11573407918344744	0.3773297938424113	0.17173814030775178	0.5291631213527987	0.3416613621896881	0.39461108660491107	0.9468802583726863	0.31112334801762115	0.04989525683828406	0.25046946044339674	1.0386608333553204e-4	0.4620724389056852
apcD	sll0928	apcD	allophycocyanin-B	-2.0745362828963296	0.034001746082926415	-1.4928681475973498	-0.7046127314540845	2.021807992121009	0.44747342937447554	1.3962732187544165	0.1947965907414074	0.5813009010570092	0.6397192028985508	0.6221601446587537	0.31112334801762115	0.4887586817141292	0.006596699585851438	0.30767686042899367	0.357286143184496
apcE	slr0335	apcE	phycobilisome core-membrane linker polypeptide	-5.423456669970436	0.1645174467754871	-4.597867331583857	-3.197381334749848	2.6480474494423327	0.6901815742618509	2.647791918467622	1.2121601769196877	0.2542874739435285	0.7783497679814385	0.2919658398607485	0.31112334801762115	3.2251942709173087	0.01790364400085353	2.4583323384175957	1.6212878285996613
apcF	slr1459	apcF	phycobilisome core component	-3.5225075884986574	0.2623807054212607	-2.2791683256658004	-2.0430231621531867	1.5648848120629029	1.850181937582272	0.8636031599669519	1.3287896520192364	0.2542874739435285	0.8497182117527863	0.2919658398607485	0.31112334801762115	2.094747314308412	0.018556894687769977	1.2185982751597224	1.0359504355476883
ape2	sll1343	ape2	aminopeptidase	-4.603896389789611	-1.9175635819148706	-2.3889306299735336	-0.8561454483542768	2.618476106715488	1.7648837592976994	1.3775916138643254	0.5569445871702988	0.8071914100096246	0.950336402266289	0.8430451718288622	0.7734786725955207	0.428270410483376	0.04242155908823769	0.17713718636437645	0.09550444318873366
apqZ	slr2057	apqZ	water channel protein	-0.09639795109233805	0.2498923498384018	0.06515477446505169	-0.4644193489080336	0.10253702672118784	0.7688265167366118	0.19392412268717854	0.42445600914077425	0.5813009010570092	0.8497182117527863	0.9468802583726863	0.9598533619456366	0.02271126125114329	0.017673654820713206	0.0015444898900538455	0.008264393227804555
apt	sll1430	apt	adenine phosphoribosyltransferase	0.11660080898562893	0.05609365846712339	0.12054871638698945	0.09254439730002334	0.1979281214428004	0.14118966114068693	0.06808797967046201	0.15402957979362972	0.7448358575846483	0.8497182117527863	0.2919658398607485	0.6429067650440783	0.01491784032734484	0.003967228120508741	0.0644535360585931	0.017754828109840748
arcC	sll0573	arcC	carbamate kinase	-1.1312328932533278	-0.010851794156369622	-1.0866120096065763	-0.11797795990808413	0.9321668819558346	0.16960646722091685	0.9549976626858061	0.2608865732084374	1	0.6397192028985508	0.8430451718288622	1	-0	0.0021053632317139925	0.08057136177854698	-0
argB	slr1898	argB	N-acetylglutamate kinase	-4.078410193156405	-2.826466967287055	-4.023647947933021	-0.9744466088565064	2.061634038281357	1.4656746315423048	1.483034925737365	1.7120894839512155	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.8515515928417312	2.4253287137427235	1.46467861166915	2.151315632981513	0.06800568787033173
argC	sll0080	argC	N-acetyl-gamma-glutamyl-phosphate reductase	-0.5811175766405908	0.14371926233077778	-0.6216938663482353	-0.23857261823796677	0.30005265720260677	0.35185467298788153	0.4836346379324799	0.10409892115524537	0.2542874739435285	0.39461108660491107	0.2919658398607485	0.31112334801762115	0.3455761137150931	0.05803825281150622	0.3323997901682082	0.1209723963740567
argD	slr1022	argD	N-acetylornithine aminotransferase	-2.488153618153811	-2.0507618450518375	-2.5029455906938605	-1.092813566775389	1.2333744224877399	0.9704940935849112	1.2244582111892546	1.4169043442506672	0.3416613621896881	0.39461108660491107	0.38191973815283903	0.8515515928417312	1.1604851283877144	0.8281606271076757	1.0463010793127896	0.07626640356396866
argF	sll0902	argF	ornithine carbamoyltransferase	-0.4124488868697951	0.42206250775615317	-0.5169778871959219	-0.44264529435033306	0.43702924537034327	0.37611777104603294	0.5137157106274802	0.45591469936512413	0.921179437080847	0.39461108660491107	0.8430451718288622	0.8515515928417312	0.014706180620570155	0.17044180529560166	0.03833347322919132	0.030891787658006657
argG	slr0585	argG	argininosuccinate synthetase	-2.573790513499831	-1.3260462003824585	-1.5353579392083694	-1.1114475156236707	1.7958614464806253	0.8384228741440363	0.932808340974833	1.1437617100788855	0.5813009010570092	0.6397192028985508	0.6221601446587537	0.8515515928417312	0.6063824811153582	0.25726703562659997	0.31643391355803313	0.07756684886045856
argH	slr1133	argH	L-argininosuccinate lyase	-2.18171544925424	-2.5647935355952822	-2.923695779022103	0.10701849882796845	1.181642359013363	1.4226904443054302	1.47773076865941	0.10724518128414516	0.921179437080847	0.6397192028985508	0.6221601446587537	0.7734786725955207	0.07779073354500275	0.49759716494535	0.6025673061527771	0.011938090847888131
argJ	sll1883	argJ	arginine biosynthesis bifunctional protein ArgJ	-2.7448295316783806	-0.2709982317841712	-1.3136818453586399	-0.002797942637752609	1.9817025315746584	0.5026351829451021	1.0201926811513042	0.230262171888214	0.5813009010570092	1	0.8430451718288622	0.6429067650440783	0.6466791034187843	-0	0.09740839811132122	5.367909030023956e-4
argS	sll0502	argS	arginyl-tRNA-synthetase	-4.670119058623514	-3.622946741307698	-4.326226309170106	-1.5295062304121714	3.151540645738853	1.7197248316767753	2.4700932669599016	1.9124518283642646	0.5813009010570092	0.30324858757062145	0.4932155109041902	1	1.100275398102027	1.877415396898537	1.3279925916563893	-0
aroA	slr0444	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	-5.630814568396938	-1.4162643678646143	-3.586805284352328	-2.7746768103840167	2.8160727187845636	1.3988767123743848	2.4868251489360182	1.5426597436414586	0.2542874739435285	0.8497182117527863	0.38191973815283903	0.40351075026311833	3.3485048358818212	0.10016540157672425	1.4993846667127486	1.0936246872960544
aroB	slr2130	aroB	3-dehydroquinate synthase	-5.975750688726031	-2.4786670716939	-4.600733099097803	-2.4472160093582973	2.623453764324407	1.966297069352557	2.5731204899294546	1.7833078082024876	0.2542874739435285	0.30324858757062145	0.38191973815283903	0.31112334801762115	3.5536297344133514	1.2844482838033293	1.9232347779008852	1.2409034502095937
aroC	sll1747	aroC	chorismate synthase	-5.7513707162592125	-2.24254479976249	-3.8871982333301958	-1.2142591151573325	2.8297278892937072	1.7497392078056604	1.964711665969673	1.1255750308505306	0.2542874739435285	0.504337885241794	0.38191973815283903	0.7734786725955207	3.420196567017453	0.6666601455829554	1.6249572991751127	0.13545261602787587
aroE	slr1559	aroE	shikimate 5-dehydrogenase	-3.499891198405001	-1.48089970134652	-2.807337032795787	-0.6435584273011249	1.5538781173982064	0.867887949221199	1.1125944274645514	1.0168931766898237	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.8515515928417312	2.0812979117967685	0.7674040219445425	1.5009931594050199	0.0449133211974743
aroH	sll0109	aroH	chorismate mutase	-0.5632382496851449	-2.490448638007617	-0.6674931590419815	-1.9287286996566049	0.6308363848294312	1.4819634368541574	0.5661198936448124	1.267807049601343	1	0.39461108660491107	0.8430451718288622	0.31112334801762115	-0	1.0057196601391378	0.04949405337545351	0.9779954400305376
aroK	sll1669	aroK	shikimate kinase	-4.118925123986471	-2.5791117962926506	-3.053917054588238	-1.318412355093363	2.5361407255308808	1.430272344416033	1.6499102896650488	1.1564324833254227	0.2542874739435285	0.39461108660491107	0.38191973815283903	0.6429067650440783	2.449421931546647	1.0415245669564988	1.276622521171789	0.25294005283415555
aroQ	sll1112	aroQ	3-dehydroquinate dehydratase	-3.1650405597246665	-1.4454913591832381	-2.439674890761765	-0.9220060404643161	2.0447879878951767	0.7510100276953118	1.0184611139331556	0.9604856698805269	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.8515515928417312	1.8821705973914513	0.7490553760762341	1.3044159926030432	0.06434591124079735
arsA	sll1957	arsA	transcriptional regulator	0.12011556755960748	-0.2691251778539288	0.29089580561014783	-0.16218195650475137	0.14304365306014982	0.8821111801337042	0.13096001655875214	0.41033530526588646	0.5813009010570092	0.8497182117527863	0.2919658398607485	0.8515515928417312	0.028299108064677773	0.01903389799659426	0.1555326664449719	0.011318522135558045
arsC	slr0946	arsC	arsenate reductase	0.1787141782619604	0.08128764309482758	0.21644339009344304	0.2948875778324856	0.20659239237314794	0.33254732453344665	0.07031806675138771	0.3150305208138722	0.4455589374654123	0.7783497679814385	0.2919658398607485	0.31112334801762115	0.06274562589355762	0.008846143993617323	0.11572534545492275	0.1495278763120849
asd	slr0549	asd	aspartate beta-semialdehyde dehydrogenese	-2.753347950919448	-1.9092306660635365	-2.08360329491773	0.2788353143270772	1.9539496370704972	1.005848756475095	1.0322215844326275	0.0969200427239795	0.3416613621896881	0.30324858757062145	0.38191973815283903	0.31112334801762115	1.2841728609544742	0.9893656475349513	0.8710043016667214	0.14138829685062249
aslB	sll1766	aslB	hypothetical protein	0.13169011627798172	0.00283447996125885	0.1824845714322283	0.018790023726075217	0.11519084493497886	0.27542040818648134	0.3009116908568078	0.15832849719607886	0.3416613621896881	0.950336402266289	0.6221601446587537	1	0.061420814366614986	6.270616541480924e-5	0.03760967109209297	-0
asnS	sll0495	asnS	asparaginyl-tRNA synthetase	-1.5700679568251061	-1.1618018917757693	-1.2080854633306208	-0.164240277452045	1.1650734909074028	0.7855614027352852	0.9135705417732134	0.23197539935254052	0.8071914100096246	0.7783497679814385	0.9468802583726863	0.8515515928417312	0.14605316701903703	0.12643332289406026	0.0286375910246761	0.011462170366878667
aspA	slr1705	aspA	aspartoacylase	0.16413857017772254	-0.07822864307073138	0.25843095537792277	0.130134661711088	0.07078293368153467	0.14600224013468419	0.10565125359006658	0.20373406967570837	0.2542874739435285	1	0.2919658398607485	0.8515515928417312	0.09760910953800155	-0	0.1381747512568731	0.00908197237796398
aspC	sll0006	aspC	putative aminotransferase	-1.6348957052051771	-1.1776871023370792	-1.4531308946485941	0.5449747513028327	0.7826669272138106	0.3394180035939028	0.5642078014131182	0.3019198115132369	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.31112334801762115	0.9722316564582775	0.6102788852640971	0.776942528491305	0.2763389282281329
aspC2	sll0402	aspC	aspartate aminotransferase	-2.566619924372606	-3.3577385929497114	-2.519789249779789	-1.4349912109663614	0.9663508547084371	1.2331752527323643	1.0684739490148185	0.7049880980023217	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.31112334801762115	1.5263047866765513	1.7399842126547087	1.3472505733645899	0.7276372571522722
aspC3	slr0036	aspC	aspartate aminotransferase	0.2625762690969476	-0.12168114177459584	0.20231745286518496	-0.1172404102340693	0.08647034176446522	0.4350229242513321	0.10393845668305333	0.18366280849726604	0.2542874739435285	1	0.2919658398607485	0.6429067650440783	0.15614755133185812	-0	0.10817265943892118	0.0224928076897486
aspS	slr1720	aspS	aspartyl-tRNA synthetase	-4.942395232331869	-3.8102107224439896	-4.21735973042057	-0.7079588257471073	2.1584943466770543	1.0774184422292044	1.19603009106689	0.6736650122358107	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.40351075026311833	2.939119044904743	1.9744558191220476	2.254887116210372	0.2790383537746174
AT103	sll1874	acsF2; cycII; ycf59	hypothetical protein	0.1486972706443905	-0.3678173813686186	0.23678799688775348	0.20990646691491838	0.1362073170800667	0.8994752332809047	0.3066749734254959	0.1523889445242234	0.5813009010570092	1	0.8430451718288622	0.40351075026311833	0.035032928839969224	-0	0.017557629764250654	0.08273356139430024
atp1	sll1321	atp1	hypothetical protein	-4.15902450009392	-1.8196677654868554	-3.0428134275671557	-0.9934910164389266	1.4084600273104728	1.3120681797585358	1.2736530748421393	0.561509366804408	0.2542874739435285	0.39461108660491107	0.2919658398607485	0.31112334801762115	2.4732680293324356	0.7348377391696231	1.626894842610184	0.5037669030183276
atpA	sll1326	atpA	ATP synthase alpha chain	-5.080608850998101	-1.508235321323224	-2.3435791846326457	-2.5267410913995447	2.767135032156589	0.968434700229954	1.0625473303788033	1.6294921698996823	0.2542874739435285	0.39461108660491107	0.2919658398607485	0.40351075026311833	3.021311233062763	0.6090717518208045	1.2530366976117475	0.9959020905131922
atpB	slr1329	atpB	ATP synthase beta subunit	-6.4690253373208915	-2.7700066434097796	-4.286055927687007	-2.9059507217186904	2.9471664361156478	1.3647721952906564	2.0325580172239888	1.9337489120487568	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.31112334801762115	3.8469678520470194	1.4354208033352591	2.2916167717413902	1.4735128664287134
atpC	sll1327	atpC	ATP synthase gamma chain	-6.32612573883074	-2.925707676395354	-4.84306326217519	-0.6126768810337815	2.259405990945313	0.37151780069612744	1.0624871079715548	0.6758507158852817	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.5108012942519984	3.761989028685399	1.5161052675332103	2.589430745994621	0.17874726143081007
atpD	sll1325	atpD	ATP synthase delta chain of CF(1)	-5.676590298708987	-2.2465685164971307	-3.498138171442667	-1.4484518764719831	2.945862944760776	1.331837330813478	1.6477454180552615	0.87306368608591	0.2542874739435285	0.39461108660491107	0.2919658398607485	0.31112334801762115	3.375726519788126	0.9072333757095017	1.8703423937523986	0.7344627217635564
atpE	slr1330	atpE	ATP synthase epsilon chain of CF(1)	-9.68024579830837	-5.0020683048712735	-7.244757088131813	-3.3589700711367936	2.5969934065313653	2.9500381844733967	3.532101839537528	1.402896081453922	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.31112334801762115	5.756600483718015	2.592077864361274	3.8735394802266723	1.7032242084414015
atpF	sll1324	atpF	ATP synthase B chain (subunit I) of CF(0)	-5.746924360908675	-2.2113526100880216	-2.6746578642083394	-2.3371475357358986	1.9320181189360528	0.8674236484460406	1.0412294372783488	0.8613379129033032	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.31112334801762115	3.417552430505324	1.1459256054789517	1.4300538592359293	1.1850913158679452
atpG	sll1323	atpG	ATP synthase subunit b' of CF(0)	-3.1647678496155853	-1.9020916954139637	-2.0696940499420564	-2.233195612164898	1.7495790176835968	0.5695885233139866	0.9676840741309759	1.3412589194994338	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.40351075026311833	1.8820084234984984	0.9856662242829615	1.1065990918555593	0.8802026397758177
atpH	ssl2615	atpH	ATP synthase C chain of CF(0)	-4.309825554732839	-0.7945826412772451	-1.4407898420616423	-2.074663112644981	1.0753919643067318	0.6676989018020566	0.5288379680162212	1.2993222723856248	0.2542874739435285	0.39461108660491107	0.2919658398607485	0.31112334801762115	2.5629456513853066	0.32087687806206633	0.7703441631021573	1.0519940228646998
atpI	sll1322	atpI	ATP synthase A chain of CF(0)	-4.364129618226397	-1.7911048053427723	-2.609974038661787	-1.4555569418215144	2.5424321641485617	0.9508972532893725	0.7635581738757137	0.7656578291111042	0.2542874739435285	0.30324858757062145	0.2919658398607485	0.31112334801762115	2.595238922102616	0.928152683192835	1.3954694903000655	0.7380654687513509
bchB	ssr2049	bchB	unknown protein	0.24046395758184047	0.05417923935684963	0.0161527413336147	0.048207326100494115	0.12145622311437716	0.2889473764607822	0.11584776447870943	0.11841129535296084	0.2542874739435285	1	0.9468802583726863	0.7734786725955207	0.14299791176524365	-0	3.828997320803324e-4	0.005377607094326613
bchE	slr0905	bchE	Mg-protoporphyrin IX monomethyl ester oxidative cyclase	0.11875930554268163	-0.7447572337865984	0.2311277180827033	0.12543384873516422	0.312748817519968	0.697730584998056	0.21953004619058014	0.09831487320110528	0.8071914100096246	0.6397192028985508	0.6221601446587537	0.31112334801762115	0.01104740251024832	0.1444908071396631	0.04763491723783761	0.06360341509425972
bcp	slr0242	bcp	bacterioferritin comigratory protein homolog	0.16374680936918024	-2.2095811254572433	-0.09662074135772417	0.23815855192614574	0.07866233957741108	0.6469051745322691	0.11874088271738692	0.13227209147911537	0.2542874739435285	0.30324858757062145	0.7654734740444954	0.31112334801762115	0.09737613916648985	1.1450076199940222	0.011214755373050595	0.12076243684739889
bcp2	sll0221	bcp	bacterioferritin comigratory protein	-0.8981491474399539	-0.17218331634939849	-0.7694191789704186	-0.6513162483448238	0.6232571706196127	0.47339726788268527	0.8927410364583174	0.5091684460817204	0.3416613621896881	0.950336402266289	0.9468802583726863	0.6429067650440783	0.41890047345691644	0.00380914864957474	0.018239033944791955	0.12495632768582284
bfr	slr1890	bfr	bacterioferritin	0.2095696724294886	0.12765581746905627	0.11110821177508134	0.1346864411543723	0.02602064419228618	0.16965037729754187	0.1423248608294238	0.22146850327709	0.2542874739435285	0.6397192028985508	0.6221601446587537	0.8515515928417312	0.12462585174139285	0.024766583344744894	0.02289915946150733	0.009399636669943846
bfr2	sll1341	bfr	bacterioferritin	0.23271250460797827	0.1541020436286117	0.2732966015122347	0.08804252783255545	0.13909880471706168	0.19197467118531267	0.1269117595705506	0.17513513830185462	0.2542874739435285	0.6397192028985508	0.2919658398607485	0.9598533619456366	0.13838831621688988	0.02989743188201089	0.1461229359233634	0.0015667264348244274
