sgRNA_target	locus	Gene name	Product	condition	wmean_fitness	sd_fitness	p_fitness_adj	comb_score
acs	sll0542	acs	acetyl-coenzyme A synthetase	CO2_1percent	0.09986913916785468	0.09506482962290351	0.3416613621896881	0.04657937916034811
acs	sll0542	acs	acetyl-coenzyme A synthetase	CO2_30percent	0.36155537307177227	0.20710934341863066	0.30324858757062145	0.18735843298412155
acs	sll0542	acs	acetyl-coenzyme A synthetase	CO2_4percent	0.1680450057153389	0.08412691811550081	0.2919658398607485	0.08984828009756438
acs	sll0542	acs	acetyl-coenzyme A synthetase	CO2_ambient	-0.1815499740123772	0.11025161789271483	0.31112334801762115	0.0920580726327035
act	sll1900	act	acetyltransferase	CO2_1percent	-0.0033212736618945422	0.10245525738803662	0.7448358575846483	4.249218389013515e-4
act	sll1900	act	acetyltransferase	CO2_30percent	0.3489238798328149	0.21585878683136653	0.30324858757062145	0.18081277786249023
act	sll1900	act	acetyltransferase	CO2_4percent	0.4095324631717465	0.26836595383285755	0.38191973815283903	0.17119599396143387
act	sll1900	act	acetyltransferase	CO2_ambient	-0.04689960396980227	0.14381587682449695	0.8515515928417312	0.003273078073056551
adk	sll1059	adk1	adenylate kinase	CO2_1percent	0.1341879686428632	0.10001191255375458	0.3416613621896881	0.06258582303055105
adk	sll1059	adk1	adenylate kinase	CO2_30percent	0.40909564204031845	0.41726180217707853	0.7783497679814385	0.04451991494486154
adk	sll1059	adk1	adenylate kinase	CO2_4percent	0.13481803148079297	0.09937705497389657	0.4932155109041902	0.04138418432912157
adk	sll1059	adk1	adenylate kinase	CO2_ambient	0.24452770200402954	0.21576304225590176	0.6429067650440783	0.04691312973924149
adk2	sll1815	adk2	adenylate kinase	CO2_1percent	-6.921905813456199	2.5461190897577404	0.2542874739435285	4.116284563864662
adk2	sll1815	adk2	adenylate kinase	CO2_30percent	-2.647557566020449	2.256865875820457	0.6397192028985508	0.5136542651865417
adk2	sll1815	adk2	adenylate kinase	CO2_4percent	-4.743398267875218	2.8000722520704913	0.2919658398607485	2.53614306698466
adk2	sll1815	adk2	adenylate kinase	CO2_ambient	-4.7907676727606985	2.9122824736785975	0.31112334801762115	2.429242090419385
agp	slr1176	glgC	glucose-1-phosphate adenylyltransferase	CO2_1percent	0.05083040052336875	0.31783137514943	0.8071914100096246	0.004728420158511072
agp	slr1176	glgC	glucose-1-phosphate adenylyltransferase	CO2_30percent	-0.2612981237044371	0.36153219741661674	0.8497182117527863	0.0184803290162289
agp	slr1176	glgC	glucose-1-phosphate adenylyltransferase	CO2_4percent	-0.25152301135416694	0.666757071032266	0.8430451718288622	0.018650218628435373
agp	slr1176	glgC	glucose-1-phosphate adenylyltransferase	CO2_ambient	0.2908263046608492	0.3080698943458639	0.6429067650440783	0.05579560945578984
ahcY	sll1234	ahcY	adenosylhomocysteinase	CO2_1percent	-2.9908383879294083	1.517542455672195	0.2542874739435285	1.7785769152355133
ahcY	sll1234	ahcY	adenosylhomocysteinase	CO2_30percent	-1.7770551052863712	0.8660035106394709	0.30324858757062145	0.9208721115777598
ahcY	sll1234	ahcY	adenosylhomocysteinase	CO2_4percent	-1.9371607269427031	1.0719287769871937	0.38191973815283903	0.8097872230776775
ahcY	sll1234	ahcY	adenosylhomocysteinase	CO2_ambient	-1.550903299623914	1.3590474906537782	0.5108012942519984	0.45247295292752615
alaS	sll0362	alaS	alanyl-tRNA synthetase	CO2_1percent	-4.693454108576696	1.725946168474434	0.2542874739435285	2.7910799740707395
alaS	sll0362	alaS	alanyl-tRNA synthetase	CO2_30percent	-2.7982178735083605	1.4522982737693408	0.30324858757062145	1.4500398969997181
alaS	sll0362	alaS	alanyl-tRNA synthetase	CO2_4percent	-4.073135584108469	2.2148432394215782	0.2919658398607485	2.177775086373362
alaS	sll0362	alaS	alanyl-tRNA synthetase	CO2_ambient	-2.858051725153519	0.9183195171755305	0.31112334801762115	1.4492248469518858
alr	slr0827	alr	alanine racemase	CO2_1percent	-1.3840416058247649	0.8954018197639416	0.921179437080847	0.049349062367741205
alr	slr0827	alr	alanine racemase	CO2_30percent	-4.317003969390437	2.0039689007634305	0.30324858757062145	2.2370766945583873
alr	slr0827	alr	alanine racemase	CO2_4percent	-3.2314783556871984	1.979416653557778	0.9468802583726863	0.07660199411731236
alr	slr0827	alr	alanine racemase	CO2_ambient	-6.612189046338462	3.9133549034542816	0.7734786725955207	0.737600642908381
ama	sll0100	ama	N-acyl-L-amino acid amidohydrolase	CO2_1percent	-1.9473705902824339	1.5876536264824652	1	-0
ama	sll0100	ama	N-acyl-L-amino acid amidohydrolase	CO2_30percent	0.2333787759742091	0.38610643930310534	0.8497182117527863	0.016505731094673463
ama	sll0100	ama	N-acyl-L-amino acid amidohydrolase	CO2_4percent	-1.4521205472812673	1.1587039207533614	0.9468802583726863	0.03442242756313093
ama	sll0100	ama	N-acyl-L-amino acid amidohydrolase	CO2_ambient	-0.5279582920637097	0.5692459817358599	0.9598533619456366	0.00939507568699213
ama2	slr1653	ama	N-acyl-L-amino acid amidohydrolase	CO2_1percent	0.025264589535447232	0.20415864790193863	0.8071914100096246	0.0023501997471177772
ama2	slr1653	ama	N-acyl-L-amino acid amidohydrolase	CO2_30percent	0.4010490786954002	0.2699795938569617	0.39461108660491107	0.16195593716292436
ama2	slr1653	ama	N-acyl-L-amino acid amidohydrolase	CO2_4percent	0.16440804138214857	0.17739287037039858	0.38191973815283903	0.06872714763973625
ama2	slr1653	ama	N-acyl-L-amino acid amidohydrolase	CO2_ambient	-0.11843225545605215	0.22147243146411968	0.9598533619456366	0.0021075149694902936
amiA	slr1910	amiA	probable N-acetylmuramoyl-L-alanine amidase	CO2_1percent	-0.5684115915154887	0.5890090024682081	0.8071914100096246	0.05287561774016635
amiA	slr1910	amiA	probable N-acetylmuramoyl-L-alanine amidase	CO2_30percent	-1.4253424714207101	1.2231000112937451	0.8497182117527863	0.10080745111838041
amiA	slr1910	amiA	probable N-acetylmuramoyl-L-alanine amidase	CO2_4percent	-0.6688175900072607	0.5384461675836005	0.7654734740444954	0.07762956023442945
amiA	slr1910	amiA	probable N-acetylmuramoyl-L-alanine amidase	CO2_ambient	-0.5216175057786765	0.5421438714704199	0.9598533619456366	0.009282240699913758
amiA2	slr0891	amiA	N-acetylmuramoyl-L-alanine amidase	CO2_1percent	0.13503911132217863	0.13338483622560177	0.3416613621896881	0.06298279949304718
amiA2	slr0891	amiA	N-acetylmuramoyl-L-alanine amidase	CO2_30percent	-0.6955462323171442	0.652437445635505	0.504337885241794	0.20677087590193677
amiA2	slr0891	amiA	N-acetylmuramoyl-L-alanine amidase	CO2_4percent	0.09318710419144391	0.18806330424959658	0.4932155109041902	0.02860501859133872
amiA2	slr0891	amiA	N-acetylmuramoyl-L-alanine amidase	CO2_ambient	-0.09733356188255653	0.3146838040719295	0.8515515928417312	0.006792815294888551
amiA3	slr1744	amiA	N-acetylmuramoyl-L-alanine amidase;  periplasmic protein	CO2_1percent	0.9628606281090499	2.7371450264334487	0.8071914100096246	0.08956863524406732
amiA3	slr1744	amiA	N-acetylmuramoyl-L-alanine amidase;  periplasmic protein	CO2_30percent	-4.203505414479233	3.183223413722139	0.504337885241794	1.2496113932137551
amiA3	slr1744	amiA	N-acetylmuramoyl-L-alanine amidase;  periplasmic protein	CO2_4percent	-2.3352835806260446	2.407407966454467	0.7654734740444954	0.27105602498390563
amiA3	slr1744	amiA	N-acetylmuramoyl-L-alanine amidase;  periplasmic protein	CO2_ambient	-1.0329650201813247	0.34419236142345006	0.31112334801762115	0.5237828833201125
amiC	slr0447	urtA	periplasmic protein;  ABC-type urea transport sy stem substrate-binding protein	CO2_1percent	-1.9244121053133711	1.535020927176778	0.3416613621896881	0.8975537574575131
amiC	slr0447	urtA	periplasmic protein;  ABC-type urea transport sy stem substrate-binding protein	CO2_30percent	0.7502540765259057	1.052827241246635	1	-0
amiC	slr0447	urtA	periplasmic protein;  ABC-type urea transport sy stem substrate-binding protein	CO2_4percent	-1.5702971332909095	1.2316489390060235	0.4932155109041902	0.4820235490892805
amiC	slr0447	urtA	periplasmic protein;  ABC-type urea transport sy stem substrate-binding protein	CO2_ambient	-0.37153505806884435	0.6817226705818714	0.9598533619456366	0.006611507089477802
ams1	slr0323	ams1	putative alpha-mannosidase	CO2_1percent	-0.7744428955743557	0.8606068546704961	0.7448358575846483	0.09908177789957483
ams1	slr0323	ams1	putative alpha-mannosidase	CO2_30percent	0.4124057856005855	0.3302243363023428	0.39461108660491107	0.16654212425976817
ams1	slr0323	ams1	putative alpha-mannosidase	CO2_4percent	-0.2686303777712811	0.7459994534858008	0.8430451718288622	0.01991871538393371
ams1	slr0323	ams1	putative alpha-mannosidase	CO2_ambient	-0.04966192108009919	0.2353269363124184	1	-0
amt1	sll0108	amt1	ammonium/methylammonium permease	CO2_1percent	-0.6034585909841401	0.2735780712203591	0.2542874739435285	0.3588617571436207
amt1	sll0108	amt1	ammonium/methylammonium permease	CO2_30percent	1.8052575921628027	0.2682409338257085	0.30324858757062145	0.9354866744938931
amt1	sll0108	amt1	ammonium/methylammonium permease	CO2_4percent	-0.5765304688692721	0.14899971237508117	0.2919658398607485	0.3082523686511335
amt1	sll0108	amt1	ammonium/methylammonium permease	CO2_ambient	0.011704030166127838	0.19209602464911646	0.9598533619456366	2.0827449991133202e-4
amt2	sll1017	amt2	ammonium/methylammonium permease	CO2_1percent	0.20298830803848517	0.13321361256044992	0.3416613621896881	0.09467458560297155
amt2	sll1017	amt2	ammonium/methylammonium permease	CO2_30percent	0.365342313858646	0.18226916303123933	0.30324858757062145	0.18932083029439878
amt2	sll1017	amt2	ammonium/methylammonium permease	CO2_4percent	0.032262139216556476	0.08368852573532586	0.4932155109041902	0.00990329187813403
amt2	sll1017	amt2	ammonium/methylammonium permease	CO2_ambient	0.2983528786055802	0.200917823136082	0.5108012942519984	0.08704385891101694
amt3	sll0537	amt3	ammonium/methylammonium permease	CO2_1percent	0.26613588152992684	0.16463826229513392	0.2542874739435285	0.1582643639707601
amt3	sll0537	amt3	ammonium/methylammonium permease	CO2_30percent	0.27515276261462296	0.2668965222255414	0.6397192028985508	0.05338255602400354
amt3	sll0537	amt3	ammonium/methylammonium permease	CO2_4percent	0.06818780709385447	0.1419650792175801	0.6221601446587537	0.014053357920416688
amt3	sll0537	amt3	ammonium/methylammonium permease	CO2_ambient	-0.11961192908821149	0.2759183675237116	0.9598533619456366	0.002128507391101409
ank	slr1109	ank	similar to ankyrin	CO2_1percent	-0.8458545703539573	0.8312853035761372	0.8071914100096246	0.07868432592404262
ank	slr1109	ank	similar to ankyrin	CO2_30percent	0.28590791837848234	0.2007431004543216	0.30324858757062145	0.14815783018251802
ank	slr1109	ank	similar to ankyrin	CO2_4percent	-0.6710217574109253	0.7012635116511701	1	-0
ank	slr1109	ank	similar to ankyrin	CO2_ambient	1.091744603926125	0.7594903171744776	0.31112334801762115	0.5535880938090437
apcA	slr2067	apcA	allophycocyanin alpha subunit	CO2_1percent	-5.67190285762801	2.2974348549939703	0.2542874739435285	3.3729390156114376
apcA	slr2067	apcA	allophycocyanin alpha subunit	CO2_30percent	-1.8700074273966187	1.1802228031847726	0.30324858757062145	0.9690401176700221
apcA	slr2067	apcA	allophycocyanin alpha subunit	CO2_4percent	-4.461173532759224	1.6670680573095535	0.2919658398607485	2.385246544096517
apcA	slr2067	apcA	allophycocyanin alpha subunit	CO2_ambient	-4.94080575983413	1.0751458975438315	0.31112334801762115	2.5053215125873898
apcB	slr1986	apcB	allophycocyanin beta subunit	CO2_1percent	-4.114722665968232	1.8928365072681934	0.2542874739435285	2.446922834688505
apcB	slr1986	apcB	allophycocyanin beta subunit	CO2_30percent	-0.33119388368936703	1.021875232471744	0.7783497679814385	0.03604224053468606
apcB	slr1986	apcB	allophycocyanin beta subunit	CO2_4percent	-3.689360728906078	1.3973102336121659	0.2919658398607485	1.972582968120012
apcB	slr1986	apcB	allophycocyanin beta subunit	CO2_ambient	-3.607831765838445	0.8001932606826607	0.31112334801762115	1.8294138600289058
apcC	ssr3383	apcC	phycobilisome small core linker polypeptide	CO2_1percent	-0.10697859093064829	0.11573407918344744	0.3416613621896881	0.04989525683828406
apcC	ssr3383	apcC	phycobilisome small core linker polypeptide	CO2_30percent	0.6202338000804938	0.3773297938424113	0.39461108660491107	0.25046946044339674
apcC	ssr3383	apcC	phycobilisome small core linker polypeptide	CO2_4percent	-0.0043816222287210455	0.17173814030775178	0.9468802583726863	1.0386608333553204e-4
apcC	ssr3383	apcC	phycobilisome small core linker polypeptide	CO2_ambient	-0.9112643451690229	0.5291631213527987	0.31112334801762115	0.4620724389056852
apcD	sll0928	apcD	allophycocyanin-B	CO2_1percent	-2.0745362828963296	2.021807992121009	0.5813009010570092	0.4887586817141292
apcD	sll0928	apcD	allophycocyanin-B	CO2_30percent	0.034001746082926415	0.44747342937447554	0.6397192028985508	0.006596699585851438
apcD	sll0928	apcD	allophycocyanin-B	CO2_4percent	-1.4928681475973498	1.3962732187544165	0.6221601446587537	0.30767686042899367
apcD	sll0928	apcD	allophycocyanin-B	CO2_ambient	-0.7046127314540845	0.1947965907414074	0.31112334801762115	0.357286143184496
apcE	slr0335	apcE	phycobilisome core-membrane linker polypeptide	CO2_1percent	-5.423456669970436	2.6480474494423327	0.2542874739435285	3.2251942709173087
apcE	slr0335	apcE	phycobilisome core-membrane linker polypeptide	CO2_30percent	0.1645174467754871	0.6901815742618509	0.7783497679814385	0.01790364400085353
apcE	slr0335	apcE	phycobilisome core-membrane linker polypeptide	CO2_4percent	-4.597867331583857	2.647791918467622	0.2919658398607485	2.4583323384175957
apcE	slr0335	apcE	phycobilisome core-membrane linker polypeptide	CO2_ambient	-3.197381334749848	1.2121601769196877	0.31112334801762115	1.6212878285996613
apcF	slr1459	apcF	phycobilisome core component	CO2_1percent	-3.5225075884986574	1.5648848120629029	0.2542874739435285	2.094747314308412
apcF	slr1459	apcF	phycobilisome core component	CO2_30percent	0.2623807054212607	1.850181937582272	0.8497182117527863	0.018556894687769977
apcF	slr1459	apcF	phycobilisome core component	CO2_4percent	-2.2791683256658004	0.8636031599669519	0.2919658398607485	1.2185982751597224
apcF	slr1459	apcF	phycobilisome core component	CO2_ambient	-2.0430231621531867	1.3287896520192364	0.31112334801762115	1.0359504355476883
ape2	sll1343	ape2	aminopeptidase	CO2_1percent	-4.603896389789611	2.618476106715488	0.8071914100096246	0.428270410483376
ape2	sll1343	ape2	aminopeptidase	CO2_30percent	-1.9175635819148706	1.7648837592976994	0.950336402266289	0.04242155908823769
ape2	sll1343	ape2	aminopeptidase	CO2_4percent	-2.3889306299735336	1.3775916138643254	0.8430451718288622	0.17713718636437645
ape2	sll1343	ape2	aminopeptidase	CO2_ambient	-0.8561454483542768	0.5569445871702988	0.7734786725955207	0.09550444318873366
apqZ	slr2057	apqZ	water channel protein	CO2_1percent	-0.09639795109233805	0.10253702672118784	0.5813009010570092	0.02271126125114329
apqZ	slr2057	apqZ	water channel protein	CO2_30percent	0.2498923498384018	0.7688265167366118	0.8497182117527863	0.017673654820713206
apqZ	slr2057	apqZ	water channel protein	CO2_4percent	0.06515477446505169	0.19392412268717854	0.9468802583726863	0.0015444898900538455
apqZ	slr2057	apqZ	water channel protein	CO2_ambient	-0.4644193489080336	0.42445600914077425	0.9598533619456366	0.008264393227804555
apt	sll1430	apt	adenine phosphoribosyltransferase	CO2_1percent	0.11660080898562893	0.1979281214428004	0.7448358575846483	0.01491784032734484
apt	sll1430	apt	adenine phosphoribosyltransferase	CO2_30percent	0.05609365846712339	0.14118966114068693	0.8497182117527863	0.003967228120508741
apt	sll1430	apt	adenine phosphoribosyltransferase	CO2_4percent	0.12054871638698945	0.06808797967046201	0.2919658398607485	0.0644535360585931
apt	sll1430	apt	adenine phosphoribosyltransferase	CO2_ambient	0.09254439730002334	0.15402957979362972	0.6429067650440783	0.017754828109840748
arcC	sll0573	arcC	carbamate kinase	CO2_1percent	-1.1312328932533278	0.9321668819558346	1	-0
arcC	sll0573	arcC	carbamate kinase	CO2_30percent	-0.010851794156369622	0.16960646722091685	0.6397192028985508	0.0021053632317139925
arcC	sll0573	arcC	carbamate kinase	CO2_4percent	-1.0866120096065763	0.9549976626858061	0.8430451718288622	0.08057136177854698
arcC	sll0573	arcC	carbamate kinase	CO2_ambient	-0.11797795990808413	0.2608865732084374	1	-0
argB	slr1898	argB	N-acetylglutamate kinase	CO2_1percent	-4.078410193156405	2.061634038281357	0.2542874739435285	2.4253287137427235
argB	slr1898	argB	N-acetylglutamate kinase	CO2_30percent	-2.826466967287055	1.4656746315423048	0.30324858757062145	1.46467861166915
argB	slr1898	argB	N-acetylglutamate kinase	CO2_4percent	-4.023647947933021	1.483034925737365	0.2919658398607485	2.151315632981513
argB	slr1898	argB	N-acetylglutamate kinase	CO2_ambient	-0.9744466088565064	1.7120894839512155	0.8515515928417312	0.06800568787033173
argC	sll0080	argC	N-acetyl-gamma-glutamyl-phosphate reductase	CO2_1percent	-0.5811175766405908	0.30005265720260677	0.2542874739435285	0.3455761137150931
argC	sll0080	argC	N-acetyl-gamma-glutamyl-phosphate reductase	CO2_30percent	0.14371926233077778	0.35185467298788153	0.39461108660491107	0.05803825281150622
argC	sll0080	argC	N-acetyl-gamma-glutamyl-phosphate reductase	CO2_4percent	-0.6216938663482353	0.4836346379324799	0.2919658398607485	0.3323997901682082
argC	sll0080	argC	N-acetyl-gamma-glutamyl-phosphate reductase	CO2_ambient	-0.23857261823796677	0.10409892115524537	0.31112334801762115	0.1209723963740567
argD	slr1022	argD	N-acetylornithine aminotransferase	CO2_1percent	-2.488153618153811	1.2333744224877399	0.3416613621896881	1.1604851283877144
argD	slr1022	argD	N-acetylornithine aminotransferase	CO2_30percent	-2.0507618450518375	0.9704940935849112	0.39461108660491107	0.8281606271076757
argD	slr1022	argD	N-acetylornithine aminotransferase	CO2_4percent	-2.5029455906938605	1.2244582111892546	0.38191973815283903	1.0463010793127896
argD	slr1022	argD	N-acetylornithine aminotransferase	CO2_ambient	-1.092813566775389	1.4169043442506672	0.8515515928417312	0.07626640356396866
argF	sll0902	argF	ornithine carbamoyltransferase	CO2_1percent	-0.4124488868697951	0.43702924537034327	0.921179437080847	0.014706180620570155
argF	sll0902	argF	ornithine carbamoyltransferase	CO2_30percent	0.42206250775615317	0.37611777104603294	0.39461108660491107	0.17044180529560166
argF	sll0902	argF	ornithine carbamoyltransferase	CO2_4percent	-0.5169778871959219	0.5137157106274802	0.8430451718288622	0.03833347322919132
argF	sll0902	argF	ornithine carbamoyltransferase	CO2_ambient	-0.44264529435033306	0.45591469936512413	0.8515515928417312	0.030891787658006657
argG	slr0585	argG	argininosuccinate synthetase	CO2_1percent	-2.573790513499831	1.7958614464806253	0.5813009010570092	0.6063824811153582
argG	slr0585	argG	argininosuccinate synthetase	CO2_30percent	-1.3260462003824585	0.8384228741440363	0.6397192028985508	0.25726703562659997
argG	slr0585	argG	argininosuccinate synthetase	CO2_4percent	-1.5353579392083694	0.932808340974833	0.6221601446587537	0.31643391355803313
argG	slr0585	argG	argininosuccinate synthetase	CO2_ambient	-1.1114475156236707	1.1437617100788855	0.8515515928417312	0.07756684886045856
argH	slr1133	argH	L-argininosuccinate lyase	CO2_1percent	-2.18171544925424	1.181642359013363	0.921179437080847	0.07779073354500275
argH	slr1133	argH	L-argininosuccinate lyase	CO2_30percent	-2.5647935355952822	1.4226904443054302	0.6397192028985508	0.49759716494535
argH	slr1133	argH	L-argininosuccinate lyase	CO2_4percent	-2.923695779022103	1.47773076865941	0.6221601446587537	0.6025673061527771
argH	slr1133	argH	L-argininosuccinate lyase	CO2_ambient	0.10701849882796845	0.10724518128414516	0.7734786725955207	0.011938090847888131
argJ	sll1883	argJ	arginine biosynthesis bifunctional protein ArgJ	CO2_1percent	-2.7448295316783806	1.9817025315746584	0.5813009010570092	0.6466791034187843
argJ	sll1883	argJ	arginine biosynthesis bifunctional protein ArgJ	CO2_30percent	-0.2709982317841712	0.5026351829451021	1	-0
argJ	sll1883	argJ	arginine biosynthesis bifunctional protein ArgJ	CO2_4percent	-1.3136818453586399	1.0201926811513042	0.8430451718288622	0.09740839811132122
argJ	sll1883	argJ	arginine biosynthesis bifunctional protein ArgJ	CO2_ambient	-0.002797942637752609	0.230262171888214	0.6429067650440783	5.367909030023956e-4
argS	sll0502	argS	arginyl-tRNA-synthetase	CO2_1percent	-4.670119058623514	3.151540645738853	0.5813009010570092	1.100275398102027
argS	sll0502	argS	arginyl-tRNA-synthetase	CO2_30percent	-3.622946741307698	1.7197248316767753	0.30324858757062145	1.877415396898537
argS	sll0502	argS	arginyl-tRNA-synthetase	CO2_4percent	-4.326226309170106	2.4700932669599016	0.4932155109041902	1.3279925916563893
argS	sll0502	argS	arginyl-tRNA-synthetase	CO2_ambient	-1.5295062304121714	1.9124518283642646	1	-0
aroA	slr0444	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	CO2_1percent	-5.630814568396938	2.8160727187845636	0.2542874739435285	3.3485048358818212
aroA	slr0444	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	CO2_30percent	-1.4162643678646143	1.3988767123743848	0.8497182117527863	0.10016540157672425
aroA	slr0444	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	CO2_4percent	-3.586805284352328	2.4868251489360182	0.38191973815283903	1.4993846667127486
aroA	slr0444	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	CO2_ambient	-2.7746768103840167	1.5426597436414586	0.40351075026311833	1.0936246872960544
aroB	slr2130	aroB	3-dehydroquinate synthase	CO2_1percent	-5.975750688726031	2.623453764324407	0.2542874739435285	3.5536297344133514
aroB	slr2130	aroB	3-dehydroquinate synthase	CO2_30percent	-2.4786670716939	1.966297069352557	0.30324858757062145	1.2844482838033293
aroB	slr2130	aroB	3-dehydroquinate synthase	CO2_4percent	-4.600733099097803	2.5731204899294546	0.38191973815283903	1.9232347779008852
aroB	slr2130	aroB	3-dehydroquinate synthase	CO2_ambient	-2.4472160093582973	1.7833078082024876	0.31112334801762115	1.2409034502095937
aroC	sll1747	aroC	chorismate synthase	CO2_1percent	-5.7513707162592125	2.8297278892937072	0.2542874739435285	3.420196567017453
aroC	sll1747	aroC	chorismate synthase	CO2_30percent	-2.24254479976249	1.7497392078056604	0.504337885241794	0.6666601455829554
aroC	sll1747	aroC	chorismate synthase	CO2_4percent	-3.8871982333301958	1.964711665969673	0.38191973815283903	1.6249572991751127
aroC	sll1747	aroC	chorismate synthase	CO2_ambient	-1.2142591151573325	1.1255750308505306	0.7734786725955207	0.13545261602787587
aroE	slr1559	aroE	shikimate 5-dehydrogenase	CO2_1percent	-3.499891198405001	1.5538781173982064	0.2542874739435285	2.0812979117967685
aroE	slr1559	aroE	shikimate 5-dehydrogenase	CO2_30percent	-1.48089970134652	0.867887949221199	0.30324858757062145	0.7674040219445425
aroE	slr1559	aroE	shikimate 5-dehydrogenase	CO2_4percent	-2.807337032795787	1.1125944274645514	0.2919658398607485	1.5009931594050199
