sgRNA_target	locus	Gene name	Product	wmean_fitness_CO2_30percent	wmean_fitness_CO2_4percent	sd_fitness_CO2_30percent	sd_fitness_CO2_4percent	p_fitness_adj_CO2_30percent	p_fitness_adj_CO2_4percent	comb_score_CO2_30percent	comb_score_CO2_4percent	p_fitness_condition_CO2_30percent	p_fitness_condition_CO2_4percent	p_fitness_condition_adj_CO2_30percent	p_fitness_condition_adj_CO2_4percent	impact_score	combined_impact_score
ape2	sll1343	ape2	aminopeptidase	-1.0990556251592416	-1.768806195708026	1.7646465370263924	1.3729422048379358	0.5217432202413865	0.4245195217857738	0.31053067752527036	0.6581769132286999	1	1	1	1	0.4735851701386047	-0
apqZ	slr2057	apqZ	water channel protein	0.04495415343041718	0.062071749481044824	0.770528536538206	0.19300360115082146	0.8010213373011333	0.7211652573233834	0.004331598595414144	0.008812028571986822	0.625	0.625	0.8977554024218906	0.8977554024218906	-0.012103968245010872	5.669737505847545e-4
apt	sll1430	apt	adenine phosphoribosyltransferase	0.0605683171199761	0.12513993157622408	0.14200528236967486	0.06847752651961832	0.5602916101530038	0.9349326218034614	0.015238133401551326	0.003656549567956448	0.3125	0.3125	0.7175802139037434	0.7175802139037434	-0.04565902645417625	0.006580814696850575
arcC	sll0573	arcC	carbamate kinase	0.0029434192237855423	-1.0455405213462567	0.17014353656080317	0.9560218418858376	0.8010213373011333	0.8510688283109384	2.8361585309796204e-4	0.0732247606867248	0.625	0.625	0.8977554024218906	0.8977554024218906	0.7413901043422699	0.03472817505768181
argB	slr1898	argB	N-acetylglutamate kinase	-2.7310022077734115	-3.922699231259204	1.4574638551726595	1.4794562596321128	0.009809899642329289	0.009421249262526892	5.4847685083984175	7.9469630520855175	0.0625	0.0625	0.39030686445607926	0.39030686445607926	0.8426570464266282	0.3443044536037153
argC	sll0080	argC	N-acetyl-gamma-glutamyl-phosphate reductase	0.28824268746385534	-0.529463581788024	0.3509822891990941	0.48284495885089623	0.7708972345456213	0.08554709033241957	0.032572436072153446	0.5653584368136748	0.0625	0.0625	0.39030686445607926	0.39030686445607926	0.5782056480067567	0.2362512490125871
argD	slr1022	argD	N-acetylornithine aminotransferase	-2.045079130520255	-2.493428713186528	0.9715138752928243	1.2244918670937983	0.02303330397334184	0.02262054925615235	3.3491110787040475	4.102929103350325	0.3125	0.3125	0.7175802139037434	0.7175802139037434	0.31703103024548013	0.0456935380628622
argF	sll0902	argF	ornithine carbamoyltransferase	0.49628507490166324	-0.38692378292887103	0.3762870293387151	0.5142737734490284	0.48928840640055	0.32500952062572575	0.15406429427309032	0.1888590139830493	0.125	0.125	0.487334301797712	0.487334301797712	0.6245229725759961	0.19495922180699618
argG	slr0585	argG	argininosuccinate synthetase	-1.203683070168237	-1.5634037701440928	0.837964983402428	0.934952428169843	0.2657783821366908	0.11637526973709758	0.6926959503817025	1.4604369025097839	0.3125	0.3125	0.7175802139037434	0.7175802139037434	0.2543609462860991	0.03666092739196535
argH	slr1133	argH	L-argininosuccinate lyase	-2.3768179017856763	-2.490976729688763	1.4224172916669928	1.4760269953309457	0.5217432202413865	0.13528805049485812	0.6715537016506861	2.1640125225150926	1	1	1	1	0.08072248134258068	-0
argJ	sll1883	argJ	arginine biosynthesis bifunctional protein ArgJ	-0.35542085487663094	-1.3142545535312067	0.5020775770792376	1.0207036483608014	0.6984100208815922	0.6785485253288749	0.055406392841570104	0.22134555463025202	0.625	0.625	0.8977554024218906	0.8977554024218906	0.6779978103488291	0.03175875495048289
argS	sll0502	argS	arginyl-tRNA-synthetase	-3.3431650512722464	-3.9225095519404283	1.6605611859255294	2.377359801030618	0.014165882177057623	0.10024931516783314	6.18069770025497	3.918267693192585	1	1	1	1	0.4096584250656057	-0
aroA	slr0444	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	-1.9270976150251853	-4.599291668368769	1.3987225263301075	2.487960499021739	0.3811252389316491	0.045117892444065374	0.8073234176144946	6.1890423315374985	0.125	0.125	0.487334301797712	0.487334301797712	1.889526535765615	0.5898592032204334
aroB	slr2130	aroB	3-dehydroquinate synthase	-2.8707454007618782	-4.902758067708367	1.9655815439633801	2.568542626835828	0.019602630199945976	0.11637526973709758	4.902330733993162	4.579858986459357	0.1875	0.1875	0.5957710522421193	0.5957710522421193	1.436849936254824	0.32317715325674157
aroC	sll1747	aroC	chorismate synthase	-2.2037594237697116	-3.8490771764922256	1.749931664495845	1.9652288439314043	0.19000563603671725	0.0189548347205997	1.589425158964599	6.629188632269933	0.0625	0.0625	0.39030686445607926	0.39030686445607926	1.1634153401567007	0.47536430711104455
aroE	slr1559	aroE	shikimate 5-dehydrogenase	-1.5239751641702148	-2.8606673667823195	0.8673058202757106	1.1073248417077748	0.019602630199945976	0.009421249262526892	2.602470523220608	5.795401719042393	0.0625	0.0625	0.39030686445607926	0.39030686445607926	0.9451841208262016	0.38619638161930364
aroH	sll0109	aroH	chorismate mutase	-2.4170079442655292	-0.5409109379625657	1.4823265737278328	0.5664208996619824	0.13092199202511332	0.6785485253288749	2.134187549289081	0.09109972740608126	0.125	0.125	0.487334301797712	0.487334301797712	-1.3266009153206064	0.4141290127928514
aroK	sll1669	aroK	shikimate kinase	-2.5823553702571607	-3.069970708213791	1.43081692090214	1.6495342231543573	0.07597918091405867	0.03195053205233067	2.8904442916008444	4.591208443099473	0.125	0.125	0.487334301797712	0.487334301797712	0.3447961120797033	0.10763604326013303
aroQ	sll1112	aroQ	3-dehydroquinate dehydratase	-1.4014190588980786	-2.3697316441408622	0.7496621026055535	1.018482581803954	0.019602630199945976	0.009421249262526892	2.393183220572786	4.800819208690666	0.0625	0.0625	0.39030686445607926	0.39030686445607926	0.6847003953334491	0.2797643436285652
arsA	sll1957	arsA	transcriptional regulator	-0.32712409235813567	0.3120962693688808	0.8792302315098379	0.1318924696817027	0.8010213373011333	0.5764319061134006	0.03152034130011817	0.07466965306102939	0.625	0.625	0.8977554024218906	0.8977554024218906	-0.4519970524496912	0.02117243360963768
arsC	slr0946	arsC	arsenate reductase	0.08800111016656609	0.22218122545017832	0.33244571099946685	0.07161781044156366	0.9190642338250596	0.6785485253288749	0.003225604529128987	0.037419559584984954	0.625	0.625	0.8977554024218906	0.8977554024218906	-0.0948796694174349	0.004444350888479745
asd	slr0549	asd	aspartate beta-semialdehyde dehydrogenese	-1.8641587634991617	-2.054795666683469	0.9896660951521585	1.031110043005848	0.016428079366291867	0.0270681873278269	3.326429518795561	3.220976097855556	0.625	0.625	0.8977554024218906	0.8977554024218906	0.13480064698602692	0.0063143282315221
aslB	sll1766	aslB	hypothetical protein	-0.15489560354235588	0.341919456512043	0.2765547164451036	0.2991324826966509	0.594324564040631	0.9143550542857183	0.035002738400930246	0.013295582555098835	0.625	0.625	0.8977554024218906	0.8977554024218906	-0.35130129796006726	0.01645564582274999
asnS	sll0495	asnS	asparaginyl-tRNA synthetase	-1.235618798110053	-1.2498664295804125	0.7853346526754291	0.9133669713492322	0.2871038646357691	0.7994991339779918	0.6696571519095468	0.12146452229385019	0.625	0.625	0.8977554024218906	0.8977554024218906	0.010074596828538031	4.719139900139708e-4
aspA	slr1705	aspA	aspartoacylase	-0.0734514277473948	0.264889043648933	0.14137933037575268	0.10515042401197777	0.34672092298393176	0.6476625593337079	0.033789122113522044	0.04997163815268102	0.125	0.125	0.487334301797712	0.487334301797712	-0.23924284167419652	0.07468516016841954
aspC2	sll0402	aspC	aspartate aminotransferase	-3.3388299545667404	-2.484853168228484	1.2343879524965249	1.0676910302787097	0.00872410061899529	0.009421249262526892	6.875583525679982	5.034042926464824	0.0625	0.0625	0.39030686445607926	0.39030686445607926	-0.6038527765956766	0.24673050701293087
aspC3	slr0036	aspC	aspartate aminotransferase	-0.13149378947480034	0.2263860022072729	0.43423210683495644	0.10091181157545036	0.7708972345456213	0.746352504788104	0.014859260053527711	0.02876370110407177	0.3125	0.3125	0.7175802139037434	0.7175802139037434	-0.25305922754802296	0.03647331126284585
aspC	sll0006	aspC	putative aminotransferase	-1.2158850037022242	-1.4708388524627773	0.33771212149520463	0.5625753474450984	0.019602630199945976	0.016128529540135998	2.0763493763915384	2.636339245790182	0.625	0.625	0.8977554024218906	0.8977554024218906	0.18027959534819657	0.00844465189096975
aspS	slr1720	aspS	aspartyl-tRNA synthetase	-3.7565303632269695	-4.138841431133543	1.0767460266212876	1.1955622552272311	0.00872410061899529	0.009421249262526892	7.735745345099965	8.384843698837646	0.1875	0.1875	0.5957710522421193	0.5957710522421193	0.27033474863940893	0.06080385452038375
atp1	sll1321	atp1	hypothetical protein	-1.874408049200505	-3.150739409913503	1.3130984241037953	1.2734606890290974	0.046238987532981564	0.009421249262526892	2.502319158041308	6.383056207267455	0.0625	0.0625	0.39030686445607926	0.39030686445607926	0.9025025602012141	0.36875696012243525
atpA	sll1326	atpA	ATP synthase alpha chain	-1.4357709660128808	-2.2278406810504134	0.9684720211338042	1.0626603942973132	0.14692368791880397	0.011479982140365705	1.1958653807652093	4.322141890595606	0.125	0.125	0.487334301797712	0.487334301797712	0.5600778666755356	0.1748411985358917
atpB	slr1329	atpB	ATP synthase beta subunit	-2.7280371534622185	-4.183091673911097	1.3576307516064254	2.041741441752984	0.011007797784977914	0.009421249262526892	5.342313949363816	8.474489889806549	0.0625	0.0625	0.39030686445607926	0.39030686445607926	1.0288789184055418	0.42039355788719046
atpC	sll1327	atpC	ATP synthase gamma chain	-2.930400169621217	-4.838319641478801	0.37098766381351567	1.0610154339106188	0.00872410061899529	0.009421249262526892	6.034512510090373	9.801910663609322	0.0625	0.0625	0.39030686445607926	0.39030686445607926	1.3491027965083537	0.5512350524769488
atpD	sll1325	atpD	ATP synthase delta chain of CF(1)	-2.2591067552537534	-3.5085817141928453	1.330241927732659	1.6483695327411318	0.11635175242516728	0.010310564376866031	2.1105186875495163	6.970560908501546	0.0625	0.0625	0.39030686445607926	0.39030686445607926	0.8835122163886149	0.36099762317999745
atpE	slr1330	atpE	ATP synthase epsilon chain of CF(1)	-5.497237274962288	-7.802053565320082	2.950466081066061	3.524563969201375	0.009038483826191542	0.009421249262526892	11.235827535409706	15.806114045120827	0.0625	0.0625	0.39030686445607926	0.39030686445607926	1.629751228301219	0.6659062646538895
atpF	sll1324	atpF	ATP synthase B chain (subunit I) of CF(0)	-2.3042972711595535	-2.831868565663196	0.8761161816937655	1.0600749629950508	0.009809899642329289	0.009421249262526892	4.627801863678659	5.737058472480364	0.1875	0.1875	0.5957710522421193	0.5957710522421193	0.37304923990289063	0.08390645977314229
atpG	sll1323	atpG	ATP synthase subunit b' of CF(0)	-1.8881755315324005	-1.9700148076314126	0.5687144347926435	0.96788520880669	0.009038483826191542	0.013440863659808315	3.8592503047858973	3.6870261773146704	1	1	1	1	0.05786910709700959	-0
atpH	ssl2615	atpH	ATP synthase C chain of CF(0)	-0.9210683393631148	-1.5785414341457056	0.6677630722685395	0.5276488035310796	0.19000563603671725	0.013440863659808315	0.6643053574356307	2.9543552500850017	0.125	0.125	0.487334301797712	0.487334301797712	0.4649036837684756	0.14513038652341728
atpI	sll1322	atpI	ATP synthase A chain of CF(0)	-1.8854532310887762	-2.6114252240397593	0.9679012601646605	0.7596493152578067	0.012227041170706682	0.009421249262526892	3.6062660943728826	5.290464179193861	0.0625	0.0625	0.39030686445607926	0.39030686445607926	0.5133397191671526	0.2097474319718048
bchB	ssr2049	bchB	unknown protein	-0.04261754348095402	0.010874137993628376	0.28833972129296875	0.11739635824565137	0.8313727550868939	0.6476625593337079	0.0034181064862680963	0.002051419271837093	1	1	1	1	-0.03782433070774803	-0
bchE	slr0905	bchE	Mg-protoporphyrin IX monomethyl ester oxidative cyclase	-0.8470773802851393	0.2191550147456074	0.6986670254314787	0.2214221116123472	0.11635175242516728	0.8510688283109384	0.7913626200863021	0.015348590686260159	0.0625	0.0625	0.39030686445607926	0.39030686445607926	-0.7539401568470147	0.3080552816284001
bcp2	sll0221	bcp	bacterioferritin comigratory protein	0.014921734890289286	-0.47463931616889105	0.47252403468068854	0.892984327034163	0.9190642338250596	0.7994991339779918	5.469432778004385e-4	0.04612639913825682	0.625	0.625	0.8977554024218906	0.8977554024218906	0.34617193900876003	0.016215376530576586
bcp	slr0242	bcp	bacterioferritin comigratory protein homolog	-2.403998782077276	-0.04892976473415264	0.6447993245895343	0.12007625543206102	0.00872410061899529	0.32500952062572575	4.950505011253295	0.023882809818938956	0.0625	0.0625	0.39030686445607926	0.39030686445607926	-1.6652852723256613	0.6804252551068237
bfr2	sll1341	bfr	bacterioferritin	0.17148732547129852	0.3008742955322641	0.19304036703930216	0.1275540411995018	0.8010213373011333	0.5399302538694818	0.01652381818940443	0.08053271710296077	0.3125	0.3125	0.7175802139037434	0.7175802139037434	-0.09149040392728953	0.013186470267598806
bfr	slr1890	bfr	bacterioferritin	0.11800715645544942	0.1365869952392745	0.17039067754498136	0.14137739178108324	0.9647691158263495	0.873632922859333	0.0018381511712167247	0.008013696682469148	1	1	1	1	-0.013137929997395536	-0
bgl	sll1538	bgl	similar to beta-hexosaminidase a precursor	-1.017165779725068	0.17135914430192373	1.0770529294698148	0.4596781797023483	0.6326011029152486	0.38697266406161857	0.20228381480644908	0.07065475314234242	0.125	0.125	0.487334301797712	0.487334301797712	-0.840414033388712	0.2623545860439974
bhy	sll1468	crtR	beta-carotene hydroxylase	-1.5700895311751968	-0.6264820877280275	1.0878500668786175	0.4528023966613197	0.2657783821366908	0.2012393875278105	0.9035556675477318	0.43621134163719144	0.4375	0.4375	0.8397966025927581	0.8397966025927581	-0.6672312220395951	0.050593399003753765
bioB	slr1364	bioB	biotin synthetase	-3.0598087961109837	-2.969707080950294	0.9770436828523196	1.2655292569242225	0.00872410061899529	0.009421249262526892	6.301001020281474	6.01630434976096	1	1	1	1	-0.06371153378666233	-0
bioF	slr0917	bioF	7-keto-8-aminopelargonic acid synthetase	-4.4175479377090205	-5.172216686769454	2.162940869456195	2.9705157718399797	0.009038483826191542	0.011479982140365705	9.029045732402716	10.034404434424637	0.8125	0.8125	0.9901450221364514	0.9901450221364514	0.5336313900102017	0.00229525083248312
bioY	slr1365	bioY	hypothetical protein	-3.0791145593881364	-1.6826937709326162	0.8962718236786741	1.3232333655880801	0.00872410061899529	0.0270681873278269	6.340756979628105	2.6376911846093067	0.0625	0.0625	0.39030686445607926	0.39030686445607926	-0.9874186089067636	0.4034531320416437
birA	sll1655	birA	similar to biotin [acetyl-CoA-carboxylase] liga se	-0.3161497700366408	-1.083321587915405	0.39774125773096236	0.8010974825723898	0.34672092298393176	0.38697266406161857	0.14543520137780924	0.4466748458609924	0.625	0.625	0.8977554024218906	0.8977554024218906	0.5424723947572851	0.02541047712769798
blaOXA-3	slr0319	blaOXA-3	beta-lactamase	0.11730052344097264	0.2974503156713324	0.3039553792310728	0.16104266421009011	0.8927347877322642	0.6785485253288749	0.0057802814098016665	0.050096311190487554	0.4375	0.4375	0.8397966025927581	0.8397966025927581	-0.127385139715435	0.009659091163437
braG_or_livF	sll0374	urtE	urea transport system ATP-binding protein	-1.5082394429082133	-0.41953426748068623	2.2537068666711253	0.8982887631431578	0.8624632381404762	0.9525074466803449	0.09691857273142956	0.008865438858025017	1	1	1	1	-0.7698308122576942	-0
brkB	slr0119	brkB	hypothetical protein	-1.402041165489881	-0.6403583001621904	0.6562848242986973	1.0443528729996028	0.016428079366291867	0.8914439249771854	2.5018207734076237	0.0319577023164884	0.125	0.125	0.487334301797712	0.487334301797712	-0.5385911191868098	0.16813361570305096
btpA	sll0634	btpA	photosystem I biogenesis protein BtpA	-2.5143203541949215	-5.123999671247803	1.4111501476736574	2.5267324002694274	0.07597918091405867	0.009421249262526892	2.8142923312351074	10.38066740927095	0.0625	0.0625	0.39030686445607926	0.39030686445607926	1.8453219418103703	0.7539871239340403
