sgRNA_target	num_sgRNAs	locus	Gene name	Product	wmean_fitness_CO2_30percent	wmean_fitness_CO2_4percent	sd_fitness_CO2_30percent	sd_fitness_CO2_4percent	p_fitness_adj_CO2_30percent	p_fitness_adj_CO2_4percent	comb_score_CO2_30percent	comb_score_CO2_4percent	impact_score
ama2	5	slr1653	ama	N-acyl-L-amino acid amidohydrolase	0.4567974408252084	0.15041899264107841	0.273354500776233	0.17720455118066125	0.34672092298393176	0.9720968262217057	0.2101359358495897	0.0018487208364230553	0.21664227832040955
ama	5	sll0100	ama	N-acyl-L-amino acid amidohydrolase	0.24661552229787634	-1.5388538191606458	0.38624705950128335	1.1582617235717372	0.8927347877322642	0.4245195217857738	0.01215260663030442	0.5726110972830045	1.2625174789460003
amiA2	5	slr0891	amiA	N-acetylmuramoyl-L-alanine amidase	-0.8464124281548348	0.05884255704670572	0.6531252842897508	0.18537905504533808	0.19000563603671725	1	0.6104610120592693	-0	-0.6401119387389369
amiA3	5	slr1744	amiA	N-acetylmuramoyl-L-alanine amidase;  periplasmic protein	-4.907916269458227	-2.8187710187329027	3.18203390212002	2.4165251806829864	0.19000563603671725	0.4245195217857738	3.5397537102415346	1.0488712741451651	-1.4772487736715465
amiA	5	slr1910	amiA	probable N-acetylmuramoyl-L-alanine amidase	-1.877373384357124	-0.8272910208834225	1.2227436352827055	0.5384861216668355	0.48928840640055	0.3557510150935733	0.5828025467124401	0.37133276147651206	-0.7425203600166513
amiC	5	slr0447	urtA	periplasmic protein;  ABC-type urea transport sy stem substrate-binding protein	0.7946546376149696	-1.662883423180936	1.0518040749238444	1.2318132924770655	0.8624632381404762	0.29057650874644886	0.05106403605487808	0.892535214708558	1.7377418278128227
ams1	5	slr0323	ams1	putative alpha-mannosidase	0.25698499648789364	0.18240884324122014	0.32982556183784534	0.7464537344978426	0.7324131804450047	0.497647869636685	0.034755640002101594	0.05528408016672572	0.05273330367552999
amt1	5	sll0108	amt1	ammonium/methylammonium permease	1.8875588703979171	-0.548571459275016	0.2683672419875219	0.15017695540578438	0.00872410061899529	0.045117892444065374	3.887010973801785	0.7381858399362015	1.7226042759659506
amt2	5	sll1017	amt2	ammonium/methylammonium permease	0.3587803184191823	0.03260961073478596	0.15868345023081956	0.08415633269074767	0.3178048046721386	0.746352504788104	0.1786150291419555	0.004143246875470378	0.23063751922805176
amt3	5	sll0537	amt3	ammonium/methylammonium permease	0.2736045675794419	0.07980264691927841	0.268054216844149	0.1415012489283728	0.9190642338250596	0.9349326218034614	0.010028738622776215	0.0023318083240019077	0.13703865230577886
ank	5	slr1109	ank	similar to ankyrin	0.3440046427540958	-0.3691571443442365	0.20104900692634087	0.7003704914197059	0.2871038646357691	0.7211652573233834	0.18643708695815012	0.05240746927082937	0.5042815357403476
apcA	5	slr2067	apcA	allophycocyanin alpha subunit	-2.1312423300031025	-4.695888506523364	1.180133650705973	1.6700183679385368	0.012227041170706682	0.009421249262526892	4.07638165023281	9.513360637153655	1.813478702761628
apcB	5	slr1986	apcB	allophycocyanin beta subunit	-0.39851779240161805	-3.548652460754759	1.022321732586245	1.3901134201454168	0.594324564040631	0.009421249262526892	0.09005558399684134	7.189184876980174	2.227481585643342
apcC	5	ssr3383	apcC	phycobilisome small core linker polypeptide	0.6951488731023417	0.03089215305754553	0.3978020884876702	0.1737863119307359	0.16704207473650773	0.4610569652166894	0.5402517168606451	0.010387344753342711	0.46970043119240945
apcD	5	sll0928	apcD	allophycocyanin-B	-0.05751221910629161	-1.7740508181115886	0.45643166482906944	1.4082701387467602	0.6652586483325006	0.1766276124104797	0.010180207476080956	1.3357563096119138	1.2137760835251012
apcE	5	slr0335	apcE	phycobilisome core-membrane linker polypeptide	0.2077443414545777	-4.572450980955783	0.6899434308407449	2.6475396960246913	0.6984100208815922	0.011479982140365705	0.032385169399361605	8.870823706372905	3.3801085278725806
apcF	5	slr1459	apcF	phycobilisome core component	0.7280138247849999	-2.242613328369795	1.8506111732055939	0.8642134716106794	0.13092199202511332	0.009421249262526892	0.6428270309382897	4.543291292549176	2.100550604372644
ape2	5	sll1343	ape2	aminopeptidase	-1.0990556251592416	-1.768806195708026	1.7646465370263924	1.3729422048379358	0.5217432202413865	0.4245195217857738	0.31053067752527036	0.6581769132286999	0.4735851701386047
apqZ	5	slr2057	apqZ	water channel protein	0.04495415343041718	0.062071749481044824	0.770528536538206	0.19300360115082146	0.8010213373011333	0.7211652573233834	0.004331598595414144	0.008812028571986822	-0.012103968245010872
apt	5	sll1430	apt	adenine phosphoribosyltransferase	0.0605683171199761	0.12513993157622408	0.14200528236967486	0.06847752651961832	0.5602916101530038	0.9349326218034614	0.015238133401551326	0.003656549567956448	-0.04565902645417625
arcC	5	sll0573	arcC	carbamate kinase	0.0029434192237855423	-1.0455405213462567	0.17014353656080317	0.9560218418858376	0.8010213373011333	0.8510688283109384	2.8361585309796204e-4	0.0732247606867248	0.7413901043422699
argB	5	slr1898	argB	N-acetylglutamate kinase	-2.7310022077734115	-3.922699231259204	1.4574638551726595	1.4794562596321128	0.009809899642329289	0.009421249262526892	5.4847685083984175	7.9469630520855175	0.8426570464266282
argC	5	sll0080	argC	N-acetyl-gamma-glutamyl-phosphate reductase	0.28824268746385534	-0.529463581788024	0.3509822891990941	0.48284495885089623	0.7708972345456213	0.08554709033241957	0.032572436072153446	0.5653584368136748	0.5782056480067567
argD	5	slr1022	argD	N-acetylornithine aminotransferase	-2.045079130520255	-2.493428713186528	0.9715138752928243	1.2244918670937983	0.02303330397334184	0.02262054925615235	3.3491110787040475	4.102929103350325	0.31703103024548013
argF	5	sll0902	argF	ornithine carbamoyltransferase	0.49628507490166324	-0.38692378292887103	0.3762870293387151	0.5142737734490284	0.48928840640055	0.32500952062572575	0.15406429427309032	0.1888590139830493	0.6245229725759961
argG	5	slr0585	argG	argininosuccinate synthetase	-1.203683070168237	-1.5634037701440928	0.837964983402428	0.934952428169843	0.2657783821366908	0.11637526973709758	0.6926959503817025	1.4604369025097839	0.2543609462860991
argH	5	slr1133	argH	L-argininosuccinate lyase	-2.3768179017856763	-2.490976729688763	1.4224172916669928	1.4760269953309457	0.5217432202413865	0.13528805049485812	0.6715537016506861	2.1640125225150926	0.08072248134258068
argJ	5	sll1883	argJ	arginine biosynthesis bifunctional protein ArgJ	-0.35542085487663094	-1.3142545535312067	0.5020775770792376	1.0207036483608014	0.6984100208815922	0.6785485253288749	0.055406392841570104	0.22134555463025202	0.6779978103488291
argS	5	sll0502	argS	arginyl-tRNA-synthetase	-3.3431650512722464	-3.9225095519404283	1.6605611859255294	2.377359801030618	0.014165882177057623	0.10024931516783314	6.18069770025497	3.918267693192585	0.4096584250656057
aroA	5	slr0444	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	-1.9270976150251853	-4.599291668368769	1.3987225263301075	2.487960499021739	0.3811252389316491	0.045117892444065374	0.8073234176144946	6.1890423315374985	1.889526535765615
aroB	5	slr2130	aroB	3-dehydroquinate synthase	-2.8707454007618782	-4.902758067708367	1.9655815439633801	2.568542626835828	0.019602630199945976	0.11637526973709758	4.902330733993162	4.579858986459357	1.436849936254824
aroC	5	sll1747	aroC	chorismate synthase	-2.2037594237697116	-3.8490771764922256	1.749931664495845	1.9652288439314043	0.19000563603671725	0.0189548347205997	1.589425158964599	6.629188632269933	1.1634153401567007
aroE	5	slr1559	aroE	shikimate 5-dehydrogenase	-1.5239751641702148	-2.8606673667823195	0.8673058202757106	1.1073248417077748	0.019602630199945976	0.009421249262526892	2.602470523220608	5.795401719042393	0.9451841208262016
aroH	5	sll0109	aroH	chorismate mutase	-2.4170079442655292	-0.5409109379625657	1.4823265737278328	0.5664208996619824	0.13092199202511332	0.6785485253288749	2.134187549289081	0.09109972740608126	-1.3266009153206064
aroK	5	sll1669	aroK	shikimate kinase	-2.5823553702571607	-3.069970708213791	1.43081692090214	1.6495342231543573	0.07597918091405867	0.03195053205233067	2.8904442916008444	4.591208443099473	0.3447961120797033
aroQ	5	sll1112	aroQ	3-dehydroquinate dehydratase	-1.4014190588980786	-2.3697316441408622	0.7496621026055535	1.018482581803954	0.019602630199945976	0.009421249262526892	2.393183220572786	4.800819208690666	0.6847003953334491
arsA	5	sll1957	arsA	transcriptional regulator	-0.32712409235813567	0.3120962693688808	0.8792302315098379	0.1318924696817027	0.8010213373011333	0.5764319061134006	0.03152034130011817	0.07466965306102939	-0.4519970524496912
arsC	5	slr0946	arsC	arsenate reductase	0.08800111016656609	0.22218122545017832	0.33244571099946685	0.07161781044156366	0.9190642338250596	0.6785485253288749	0.003225604529128987	0.037419559584984954	-0.0948796694174349
asd	5	slr0549	asd	aspartate beta-semialdehyde dehydrogenese	-1.8641587634991617	-2.054795666683469	0.9896660951521585	1.031110043005848	0.016428079366291867	0.0270681873278269	3.326429518795561	3.220976097855556	0.13480064698602692
aslB	5	sll1766	aslB	hypothetical protein	-0.15489560354235588	0.341919456512043	0.2765547164451036	0.2991324826966509	0.594324564040631	0.9143550542857183	0.035002738400930246	0.013295582555098835	-0.35130129796006726
asnS	5	sll0495	asnS	asparaginyl-tRNA synthetase	-1.235618798110053	-1.2498664295804125	0.7853346526754291	0.9133669713492322	0.2871038646357691	0.7994991339779918	0.6696571519095468	0.12146452229385019	0.010074596828538031
aspA	5	slr1705	aspA	aspartoacylase	-0.0734514277473948	0.264889043648933	0.14137933037575268	0.10515042401197777	0.34672092298393176	0.6476625593337079	0.033789122113522044	0.04997163815268102	-0.23924284167419652
aspC2	5	sll0402	aspC	aspartate aminotransferase	-3.3388299545667404	-2.484853168228484	1.2343879524965249	1.0676910302787097	0.00872410061899529	0.009421249262526892	6.875583525679982	5.034042926464824	-0.6038527765956766
aspC3	5	slr0036	aspC	aspartate aminotransferase	-0.13149378947480034	0.2263860022072729	0.43423210683495644	0.10091181157545036	0.7708972345456213	0.746352504788104	0.014859260053527711	0.02876370110407177	-0.25305922754802296
aspC	5	sll0006	aspC	putative aminotransferase	-1.2158850037022242	-1.4708388524627773	0.33771212149520463	0.5625753474450984	0.019602630199945976	0.016128529540135998	2.0763493763915384	2.636339245790182	0.18027959534819657
aspS	5	slr1720	aspS	aspartyl-tRNA synthetase	-3.7565303632269695	-4.138841431133543	1.0767460266212876	1.1955622552272311	0.00872410061899529	0.009421249262526892	7.735745345099965	8.384843698837646	0.27033474863940893
atp1	5	sll1321	atp1	hypothetical protein	-1.874408049200505	-3.150739409913503	1.3130984241037953	1.2734606890290974	0.046238987532981564	0.009421249262526892	2.502319158041308	6.383056207267455	0.9025025602012141
atpA	5	sll1326	atpA	ATP synthase alpha chain	-1.4357709660128808	-2.2278406810504134	0.9684720211338042	1.0626603942973132	0.14692368791880397	0.011479982140365705	1.1958653807652093	4.322141890595606	0.5600778666755356
atpB	5	slr1329	atpB	ATP synthase beta subunit	-2.7280371534622185	-4.183091673911097	1.3576307516064254	2.041741441752984	0.011007797784977914	0.009421249262526892	5.342313949363816	8.474489889806549	1.0288789184055418
atpC	5	sll1327	atpC	ATP synthase gamma chain	-2.930400169621217	-4.838319641478801	0.37098766381351567	1.0610154339106188	0.00872410061899529	0.009421249262526892	6.034512510090373	9.801910663609322	1.3491027965083537
atpD	5	sll1325	atpD	ATP synthase delta chain of CF(1)	-2.2591067552537534	-3.5085817141928453	1.330241927732659	1.6483695327411318	0.11635175242516728	0.010310564376866031	2.1105186875495163	6.970560908501546	0.8835122163886149
atpE	5	slr1330	atpE	ATP synthase epsilon chain of CF(1)	-5.497237274962288	-7.802053565320082	2.950466081066061	3.524563969201375	0.009038483826191542	0.009421249262526892	11.235827535409706	15.806114045120827	1.629751228301219
atpF	5	sll1324	atpF	ATP synthase B chain (subunit I) of CF(0)	-2.3042972711595535	-2.831868565663196	0.8761161816937655	1.0600749629950508	0.009809899642329289	0.009421249262526892	4.627801863678659	5.737058472480364	0.37304923990289063
atpG	5	sll1323	atpG	ATP synthase subunit b' of CF(0)	-1.8881755315324005	-1.9700148076314126	0.5687144347926435	0.96788520880669	0.009038483826191542	0.013440863659808315	3.8592503047858973	3.6870261773146704	0.05786910709700959
atpH	5	ssl2615	atpH	ATP synthase C chain of CF(0)	-0.9210683393631148	-1.5785414341457056	0.6677630722685395	0.5276488035310796	0.19000563603671725	0.013440863659808315	0.6643053574356307	2.9543552500850017	0.4649036837684756
atpI	5	sll1322	atpI	ATP synthase A chain of CF(0)	-1.8854532310887762	-2.6114252240397593	0.9679012601646605	0.7596493152578067	0.012227041170706682	0.009421249262526892	3.6062660943728826	5.290464179193861	0.5133397191671526
bchB	5	ssr2049	bchB	unknown protein	-0.04261754348095402	0.010874137993628376	0.28833972129296875	0.11739635824565137	0.8313727550868939	0.6476625593337079	0.0034181064862680963	0.002051419271837093	-0.03782433070774803
bchE	5	slr0905	bchE	Mg-protoporphyrin IX monomethyl ester oxidative cyclase	-0.8470773802851393	0.2191550147456074	0.6986670254314787	0.2214221116123472	0.11635175242516728	0.8510688283109384	0.7913626200863021	0.015348590686260159	-0.7539401568470147
bcp2	5	sll0221	bcp	bacterioferritin comigratory protein	0.014921734890289286	-0.47463931616889105	0.47252403468068854	0.892984327034163	0.9190642338250596	0.7994991339779918	5.469432778004385e-4	0.04612639913825682	0.34617193900876003
bcp	5	slr0242	bcp	bacterioferritin comigratory protein homolog	-2.403998782077276	-0.04892976473415264	0.6447993245895343	0.12007625543206102	0.00872410061899529	0.32500952062572575	4.950505011253295	0.023882809818938956	-1.6652852723256613
bfr2	5	sll1341	bfr	bacterioferritin	0.17148732547129852	0.3008742955322641	0.19304036703930216	0.1275540411995018	0.8010213373011333	0.5399302538694818	0.01652381818940443	0.08053271710296077	-0.09149040392728953
bfr	5	slr1890	bfr	bacterioferritin	0.11800715645544942	0.1365869952392745	0.17039067754498136	0.14137739178108324	0.9647691158263495	0.873632922859333	0.0018381511712167247	0.008013696682469148	-0.013137929997395536
bgl	5	sll1538	bgl	similar to beta-hexosaminidase a precursor	-1.017165779725068	0.17135914430192373	1.0770529294698148	0.4596781797023483	0.6326011029152486	0.38697266406161857	0.20228381480644908	0.07065475314234242	-0.840414033388712
bhy	5	sll1468	crtR	beta-carotene hydroxylase	-1.5700895311751968	-0.6264820877280275	1.0878500668786175	0.4528023966613197	0.2657783821366908	0.2012393875278105	0.9035556675477318	0.43621134163719144	-0.6672312220395951
bioB	5	slr1364	bioB	biotin synthetase	-3.0598087961109837	-2.969707080950294	0.9770436828523196	1.2655292569242225	0.00872410061899529	0.009421249262526892	6.301001020281474	6.01630434976096	-0.06371153378666233
bioF	5	slr0917	bioF	7-keto-8-aminopelargonic acid synthetase	-4.4175479377090205	-5.172216686769454	2.162940869456195	2.9705157718399797	0.009038483826191542	0.011479982140365705	9.029045732402716	10.034404434424637	0.5336313900102017
bioY	5	slr1365	bioY	hypothetical protein	-3.0791145593881364	-1.6826937709326162	0.8962718236786741	1.3232333655880801	0.00872410061899529	0.0270681873278269	6.340756979628105	2.6376911846093067	-0.9874186089067636
birA	5	sll1655	birA	similar to biotin [acetyl-CoA-carboxylase] liga se	-0.3161497700366408	-1.083321587915405	0.39774125773096236	0.8010974825723898	0.34672092298393176	0.38697266406161857	0.14543520137780924	0.4466748458609924	0.5424723947572851
blaOXA-3	5	slr0319	blaOXA-3	beta-lactamase	0.11730052344097264	0.2974503156713324	0.3039553792310728	0.16104266421009011	0.8927347877322642	0.6785485253288749	0.0057802814098016665	0.050096311190487554	-0.127385139715435
braG_or_livF	5	sll0374	urtE	urea transport system ATP-binding protein	-1.5082394429082133	-0.41953426748068623	2.2537068666711253	0.8982887631431578	0.8624632381404762	0.9525074466803449	0.09691857273142956	0.008865438858025017	-0.7698308122576942
brkB	5	slr0119	brkB	hypothetical protein	-1.402041165489881	-0.6403583001621904	0.6562848242986973	1.0443528729996028	0.016428079366291867	0.8914439249771854	2.5018207734076237	0.0319577023164884	-0.5385911191868098
btpA	5	sll0634	btpA	photosystem I biogenesis protein BtpA	-2.5143203541949215	-5.123999671247803	1.4111501476736574	2.5267324002694274	0.07597918091405867	0.009421249262526892	2.8142923312351074	10.38066740927095	1.8453219418103703
bvdR	5	slr1784	bvdR	biliverdin reductase	-0.8234487001217221	-2.964490207952617	0.5660798890305758	1.6476967677938035	0.6984100208815922	0.497647869636685	0.1283670373806875	0.8984713207856733	1.5139449689890965
cad	5	sll1683	cad	lysine decarboxylase	0.2422537177728233	0.06783936071954606	0.200735941538669	0.11483912540238268	0.8927347877322642	0.7994991339779918	0.011937667626881813	0.006592764912716384	0.12332957460866407
capA	2	slr1764	capA	similar to tellurium resistance protein TerE	0.36010386658562393	0.23891489701948848	0.17637189834970382	0.1984941451229217	0.4369213053105286	0.8308475819064807	0.12949219000879933	0.019227545931411565	0.0856935421852245
carA	5	sll1498	carA	carbamoyl-phosphate synthase small chain	-2.456426413676162	-4.0588916058923505	0.9927810239140196	1.5654749362867468	0.009038483826191542	0.009421249262526892	5.020700791504344	8.22287402699806	1.1331140040314711
carB	5	sll0370	pyrA	carbamoyl-phosphate synthase;  pyrimidine-specif ic;  large chain	-4.68677670205656	-6.410962402273639	1.6560857612262074	1.9011524131998134	0.00872410061899529	0.009421249262526892	9.651382406320359	12.987914274228867	1.2191834006483724
cbaB	5	sll1869	cbaB	probable dioxygenase;  Rieske iron-sulfur compon ent	-0.20795480631583416	-0.35832832777782825	0.4800288366387329	0.705835530584686	0.6326011029152486	0.9143550542857183	0.04135598382032993	0.013933643649298525	0.10633013673667685
cbbA	5	sll0018	fbaA;  fda	fructose-bisphosphate aldolase;  class II	-3.4367041647245804	-5.925316146853545	2.59358843265501	3.029537778605719	0.16704207473650773	0.009421249262526892	2.6709175504356137	12.004047650590662	1.7597144083054859
cbbZp	5	sll1349	cbbZp	phosphoglycolate phosphatase	0.4176954041824604	0.27398586154605725	0.13750715812298625	0.17649302819570145	0.14692368791880397	0.8308475819064807	0.34790191847496565	0.022050009451710602	0.10161799211941791
cbiA	5	sll1501	cobB	cobyrinic acid a; c-diamide synthase	-1.0914633097416884	-1.877633747458033	0.9682238968705825	1.1626829535736714	0.6326011029152486	0.13528805049485812	0.2170593687053631	1.6311765958182218	0.5559064476776235
cbiB	5	slr1925	cobD	cobalamin biosynthesis protein CobD	0.3820430986499254	-0.6066722964226675	0.6090261399504234	0.7017462673839564	0.8010213373011333	0.7739566832797656	0.036812112412731225	0.06751252257482732	0.6991273605193667
cbiC	5	sll0916	cobH	precorrin isomerase;  precorrin-8X methylmutase	-0.635950287582038	-1.9977965979497254	0.8634839855013628	1.2607126762678942	0.6652586483325006	0.08554709033241957	0.11256922394340815	2.1332367334392592	0.9629707609948713
cbiD	5	slr1538	cbiD	cobalamin biosynthesis protein D	-2.121588949809897	-2.6087574904750492	1.3611576331348028	1.5814954568697719	0.48928840640055	0.32500952062572575	0.6586156240036329	1.273344749300623	0.34448017868508346
cbiE	5	sll0099	cbiE;  cbiT;  cobL	precorrin-6y C5;  15-methyltransferase (decarbox ylating)	-1.376073651351645	-0.6202980584836446	1.3930779781669673	0.9392656556218235	0.6326011029152486	0.9525074466803449	0.27365984306441	0.013107903066563068	-0.5344140467722464
cbiF	5	slr0239	cobM	precorrin-4 C11-methyltransferase	-1.3399054766438179	-2.3203217778024654	0.8924534069692133	0.8486157235438969	0.02303330397334184	0.010310564376866031	2.194287844061295	4.609824024923848	0.693259014935112
cbiH	5	slr0969	cobJ	precorrin methylase	-1.111354164992801	-2.711283568676895	0.7370715768108922	1.4477391880642252	0.046238987532981564	0.0189548347205997	1.4836485682061897	4.669589459547546	1.131320930764772
cbiL	5	slr1879	cobI	precorrin-2 methyltransferase	-0.5485760119457329	-1.6193801803757302	0.7474164648958301	1.0081001868846258	0.594324564040631	0.08554709033241957	0.12396518816566295	1.7291656666781121	0.757172888819673
cbiM	5	sll0383	cbiM	cobalamin biosynthesis protein M	-0.2015979503259874	-0.3391496499406831	0.1851840153403997	0.49323988507560307	0.19000563603671725	0.5399302538694818	0.145399198654682	0.09077758791565613	0.09726373956128632
cbiP	5	slr0618	cobQ	cobyric acid synthase	-0.049522279507094265	-1.051179231301019	0.3541027481323523	0.9818707677036609	0.7708972345456213	0.5399302538694818	0.005596191520363948	0.2813610897172666	0.708278423036131
cbiT	5	slr1368	cobL	precorrin decarbocylase	-3.015555411419691	-0.6305266730608873	1.5255253218065572	0.597084493811059	0.011007797784977914	0.4245195217857738	5.905360826578666	0.23462044648563604	-1.6864699942183061
ccmA	5	sll0934	ccmA	carboxysome formation protein CcmA	-2.239679111611994	-3.507548365774446	1.4074615258407686	1.8241537832375323	0.05405695937378547	0.03815504224914742	2.8380057723110803	4.975275179047788	0.8965189472762002
ccmK2	5	sll1028	ccmK2	carbon dioxide concentrating mechanism protein CcmK	-0.6261499439011438	-0.034513844574742554	0.1591904103838757	0.16258085249250537	0.03851561305067935	0.4610569652166894	0.8856034290117233	0.011605121912134612	-0.418349897828456
ccmK3	5	slr1838	ccmK3	carbon dioxide concentrating mechanism protein CcmK homolog 3;  putative carboxysome assembly protein	7.911601332488607e-4	-0.5354821205802137	0.40755953991572524	0.4843162164288019	0.8010213373011333	0.25913013692563736	7.623295870164559e-5	0.31405066545848725	0.37920247336164636
ccmK4	5	slr1839	ccmK4	carbon dioxide concentrating mechanism protein CcmK homolog 4;  putative carboxysome assembly protein	1.0801773856030672	-2.06685774571035	0.3293196563215016	0.9711664615176748	0.00872410061899529	0.011479982140365705	2.224386967388478	4.009825532239016	2.2252898819840143
ccmK5	5	slr0436	ccmO	carbon dioxide concentrating mechanism protein CcmO	-2.6901664016373257	-1.8536035712104608	1.5826411574130896	1.140732444304296	0.02303330397334184	0.1561979395060061	4.405534223504089	1.494606342439531	-0.591539250283448
ccmK	5	sll1029	ccmK1	carbon dioxide concentrating mechanism protein CcmK	-0.7330861008269612	0.02436216785177717	0.43362132777432466	0.10201988054687353	0.11635175242516728	0.29057650874644886	0.6848688809326865	0.013076137756402376	-0.5355968071807459
ccmL	5	sll1030	ccmL	carbon dioxide concentrating mechanism protein CcmL;  putative carboxysome assembly protein	-0.5127182812825266	0.1980129258760668	0.4359128546967703	0.18279572723848447	0.23672765952564015	0.9349326218034614	0.3208339750010844	0.005785875614938317	-0.5025628561827422
