"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"syn01200","syn01200","Carbon metabolism - Synechocystis sp. PCC 6803",72,-0.647317682498331,-1.44481528217276,7.84006243724012e-05,0.000470403746234407,0.000157551493954108,1110,"tags=47%, list=22%, signal=38%","sll0807/slr1348/sll1709/slr2094/slr0752/slr0952/sll0891/slr0394/slr0665/slr2141/slr1096/sll0728/sll1908/slr0009/sll0753/sll0992/slr1349/sll1275/sll0053/sll1342/slr0012/sll1721/sll0018/sll0920/slr0435/slr1934/sll0469/sll1070/sll1931/slr1289/sll1525/sll1841/sll0336/slr1945"
"syn00340","syn00340","Histidine metabolism - Synechocystis sp. PCC 6803",13,-0.823369002203286,-1.63482075722009,0.000262692751093174,0.00133367089016535,0.00044668403019892,744,"tags=69%, list=15%, signal=59%","slr0084/slr1848/sll1958/slr1560/sll1893/slr0652/sll0900/slr0608/slr0500"
"syn00860","syn00860","Porphyrin metabolism - Synechocystis sp. PCC 6803",54,-0.653960810593596,-1.45008351018151,0.000257725751748391,0.00133367089016535,0.00044668403019892,1083,"tags=54%, list=21%, signal=43%","slr1790/slr0239/sll0099/slr0116/sll1898/slr1923/slr0636/sll0017/slr0506/sll1214/slr1538/slr1030/slr1777/slr1887/slr0536/sll0166/slr0056/sll1994/slr1055/sll1890/slr0839/sll0378/sll0037/sll1185/slr1368/slr1808/slr0525/sll0179/sll1184"
"syn00550","syn00550","Peptidoglycan biosynthesis - Synechocystis sp. PCC 6803",18,-0.778966373708883,-1.60843422538146,0.000404571471511853,0.00190726550855588,0.000638797060281874,452,"tags=72%, list=9%, signal=66%","slr1351/slr1423/slr0938/sll0657/slr1424/slr1742/slr0528/sll0506/slr1874/sll2010/sll0210/slr1656/slr0017"
"syn00240","syn00240","Pyrimidine metabolism - Synechocystis sp. PCC 6803",28,-0.716959278913502,-1.52725116956745,0.000463059029995682,0.002037459731981,0.000682402781046269,543,"tags=43%, list=11%, signal=39%","slr0591/sll1443/sll1498/slr0185/sll0838/sll1018/sll0144/slr0379/sll1258/sll0370/slr1164/sll1635"
"syn00260","syn00260","Glycine, serine and threonine metabolism - Synechocystis sp. PCC 6803",17,-0.768328555615383,-1.57732555280455,0.000787057105194243,0.00324661055892625,0.0010873815269131,761,"tags=65%, list=15%, signal=55%","slr0549/slr1840/slr1096/sll1688/sll1908/slr0966/slr0657/sll1931/slr0543/sll1172/slr1945"
"syn00620","syn00620","Pyruvate metabolism - Synechocystis sp. PCC 6803",29,-0.708345116256554,-1.51178527276083,0.000865867642868343,0.00329645184392331,0.0011040747802614,832,"tags=41%, list=16%, signal=35%","sll0891/slr1096/sll0728/sll1275/sll0053/sll1721/slr0186/sll0920/slr0435/slr1934/sll1841/sll0336"
"syn00720","syn00720","Other carbon fixation pathways - Synechocystis sp. PCC 6803",23,-0.712333173852577,-1.50052871928479,0.00094280889318395,0.00329645184392331,0.0011040747802614,832,"tags=43%, list=16%, signal=37%","sll0891/slr0665/slr2141/sll0728/sll0753/sll0053/sll0920/slr0435/slr1289/sll0336"
"syn00230","syn00230","Purine metabolism - Synechocystis sp. PCC 6803",46,-0.650568099257369,-1.4346614853602,0.000948978561129438,0.00329645184392331,0.0011040747802614,1300,"tags=61%, list=25%, signal=46%","slr1722/slr0698/sll1750/slr1325/sll1852/sll1056/sll1546/sll1108/slr0676/sll0646/slr0838/sll0421/sll1054/slr1256/slr0597/slr0591/slr0213/sll0398/slr1165/slr0519/slr1159/sll1815/sll1823/slr1226/slr1123/sll0757/sll0469/slr1164"
"syn01232","syn01232","Nucleotide metabolism - Synechocystis sp. PCC 6803",30,-0.69497851190291,-1.48674203319424,0.00133081208673367,0.0043916798862211,0.00147089756954774,543,"tags=40%, list=11%, signal=36%","slr0591/sll1443/slr0213/sll0398/sll1815/sll1823/sll0144/slr1123/slr0379/sll1258/slr1164/sll1635"
"syn00910","syn00910","Nitrogen metabolism - Synechocystis sp. PCC 6803",18,-0.745119129237572,-1.53854537230645,0.00247798518451188,0.00778795343703734,0.00260840545738093,1006,"tags=50%, list=20%, signal=40%","slr1756/sll0450/slr0898/slr0899/sll1452/sll1450/sll1453/sll1451/sll1454"
"syn00770","syn00770","Pantothenate and CoA biosynthesis - Synechocystis sp. PCC 6803",15,-0.766072644471526,-1.54521058443469,0.00349646054783436,0.0100333215720464,0.00336044263178589,768,"tags=67%, list=15%, signal=57%","sll0250/slr0495/slr0032/sll1363/slr0812/slr2088/sll0065/slr0452/slr0526/sll0892"
"syn00020","syn00020","Citrate cycle (TCA cycle) - Synechocystis sp. PCC 6803",16,-0.745975705736577,-1.52245689317054,0.00335449253365472,0.0100333215720464,0.00336044263178589,832,"tags=50%, list=16%, signal=42%","sll0891/slr0665/slr1096/sll1721/slr1934/sll0401/slr1289/sll1841"
"syn03060","syn03060","Protein export - Synechocystis sp. PCC 6803",16,-0.743516448420728,-1.51743781114977,0.00366473130878062,0.0100780110991467,0.00337541041598215,1277,"tags=94%, list=25%, signal=71%","sll0716/sll1814/ssr3307/slr0775/sll0616/slr1366/slr1471/ssl3335/ssl2823/slr1531/slr1377/slr2102/slr0774/slr1046/sll0194"
"syn00780","syn00780","Biotin metabolism - Synechocystis sp. PCC 6803",11,-0.796840168981262,-1.54300681578505,0.00418503966371548,0.0110485047122089,0.00370045612370632,762,"tags=73%, list=15%, signal=62%","slr0886/slr0355/slr1051/slr1332/slr1364/sll1605/slr0917/sll1069"
"syn00640","syn00640","Propanoate metabolism - Synechocystis sp. PCC 6803",12,-0.778310006143332,-1.52394838746271,0.00528805054124649,0.0134235129123949,0.00449591341563467,801,"tags=58%, list=16%, signal=49%","slr0665/slr1096/sll0728/sll0053/slr0435/sll0401/sll0336"
"syn00010","syn00010","Glycolysis / Gluconeogenesis - Synechocystis sp. PCC 6803",29,-0.667848570221351,-1.42535553605671,0.00560151288216936,0.0136925870453029,0.00458603393861819,1019,"tags=45%, list=20%, signal=36%","slr2094/slr0752/slr0952/slr0394/slr1096/slr1349/sll1275/sll1342/sll1721/sll0018/slr1934/sll1841/slr1945"
"syn00270","syn00270","Cysteine and methionine metabolism - Synechocystis sp. PCC 6803",21,-0.686405695837859,-1.43168175650779,0.00605698403133545,0.0142771766452907,0.00478182949842273,1303,"tags=71%, list=25%, signal=53%","slr0212/sll0712/slr2059/sll1760/slr1348/sll0927/slr1238/sll0891/sll1234/slr0549/slr0032/sll1908/slr1938/sll0402/slr0657"
"syn00195","syn00195","Photosynthesis - Synechocystis sp. PCC 6803",63,-0.588900661997884,-1.31233440763625,0.00674996075795569,0.0153619796560371,0.00514516065034735,1134,"tags=43%, list=22%, signal=34%","ssr0390/smr0007/slr1185/slr0737/sll1326/sll0849/sll1322/sll1323/ssr3451/slr1834/sll1325/sll1324/slr1643/smr0010/slr1329/slr0342/ssl0020/sll1327/sml0004/sll1281/slr0343/sll0851/ssl0563/sll1317/sll1316/slr1330/sml0005"
"syn03070","syn03070","Bacterial secretion system - Synechocystis sp. PCC 6803",14,-0.753826335989333,-1.50607331920651,0.00921036343413702,0.0202627995551014,0.00678658358304833,1136,"tags=86%, list=22%, signal=67%","sll1814/ssr3307/slr0775/sll0616/slr1471/ssl3335/ssl2823/slr1531/slr2102/slr0774/slr1046/sll0194"
"syn00561","syn00561","Glycerolipid metabolism - Synechocystis sp. PCC 6803",13,-0.733001426562761,-1.45539356474447,0.0105482430908383,0.022457549806301,0.00752166739923956,905,"tags=54%, list=18%, signal=44%","sll1973/slr1840/slr0054/sll1376/sll1377/slr1510/slr1020"
"syn00680","syn00680","Methane metabolism - Synechocystis sp. PCC 6803",21,-0.668185579119988,-1.39367885404852,0.0115612791774806,0.0238451383035537,0.00798640995812803,1019,"tags=48%, list=20%, signal=38%","slr2094/slr0752/slr0952/sll0891/sll1908/sll0992/sll0018/sll0920/sll1931/slr1945"
"syn00061","syn00061","Fatty acid biosynthesis - Synechocystis sp. PCC 6803",13,-0.729276117269865,-1.44799686539972,0.0121586326764247,0.0243172653528494,0.00814453863492562,762,"tags=69%, list=15%, signal=59%","slr0886/sll0728/slr1051/slr1332/sll0053/slr0435/sll1605/sll1069/sll0336"
"syn02024","syn02024","Quorum sensing - Synechocystis sp. PCC 6803",25,-0.648788608487913,-1.37319885331633,0.0129467860622562,0.0251319964737915,0.00841741508691583,1241,"tags=60%, list=24%, signal=46%","slr0535/sll1814/ssr3307/sll0616/slr1471/sll0312/sll0833/slr0401/slr0055/slr0066/slr0738/ssl3335/sll1927/slr1531/slr2102"
"syn00900","syn00900","Terpenoid backbone biosynthesis - Synechocystis sp. PCC 6803",14,-0.740211148004137,-1.47887146861904,0.0140156700952496,0.0264295493224706,0.00885200216542077,710,"tags=71%, list=14%, signal=62%","sll0711/slr0348/slr1542/slr0951/sll1945/slr0739/sll0506/slr0611/slr2136/sll0019"
"syn03018","syn03018","RNA degradation - Synechocystis sp. PCC 6803",14,-0.737347559833295,-1.47315029182353,0.0152970894268646,0.0280446639492517,0.00939294964807473,529,"tags=50%, list=10%, signal=45%","slr0752/sll1043/sll1910/slr2076/slr1129/sll1932/sll0170"
"syn00710","syn00710","Carbon fixation by Calvin cycle - Synechocystis sp. PCC 6803",18,-0.696798941193275,-1.43877233093976,0.0157521954188664,0.0280985107471671,0.00941098446077367,1170,"tags=67%, list=23%, signal=52%","sll0807/slr2094/slr0952/sll0891/slr0394/slr0009/sll1342/slr0012/sll0018/sll0920/sll1070/sll1525"
"syn00790","syn00790","Folate biosynthesis - Synechocystis sp. PCC 6803",17,-0.691719390884973,-1.42005221937819,0.0167400352328295,0.029074798035967,0.00973797063405592,904,"tags=53%, list=18%, signal=44%","slr0903/slr1626/slr1979/slr0900/slr0902/slr0426/slr1093/slr0901/sll1894"
"syn00630","syn00630","Glyoxylate and dicarboxylate metabolism - Synechocystis sp. PCC 6803",28,-0.638181652077366,-1.35944077048375,0.0201980849332049,0.0341813745023467,0.0114483072495898,1006,"tags=36%, list=20%, signal=29%","slr1756/sll0891/slr0665/slr1840/slr1096/slr0009/slr0012/sll1831/sll0401/sll1931"
"syn00670","syn00670","One carbon pool by folate - Synechocystis sp. PCC 6803",11,-0.737494016099033,-1.42808851478503,0.0208450235801188,0.0343655453031343,0.0115099912498536,781,"tags=55%, list=15%, signal=46%","slr2141/slr0597/slr0070/sll0753/sll1931/sll1635"
"syn00520","syn00520","Amino sugar and nucleotide sugar metabolism - Synechocystis sp. PCC 6803",33,-0.617578268933093,-1.33444103068756,0.0213482932943713,0.0343655453031343,0.0115099912498536,1016,"tags=42%, list=20%, signal=34%","slr2074/sll0244/sll1758/sll0861/sll1558/slr0809/sll0220/slr1349/sll1370/slr0493/slr1424/slr1020/sll0899/slr0017"
"syn01212","syn01212","Fatty acid metabolism - Synechocystis sp. PCC 6803",14,-0.720868928677373,-1.440227554137,0.0220529759171,0.0346546764411571,0.0116068294300526,762,"tags=64%, list=15%, signal=55%","slr0886/sll0728/slr1051/slr1332/sll0053/slr0435/sll1605/sll1069/sll0336"
"syn00730","syn00730","Thiamine metabolism - Synechocystis sp. PCC 6803",10,-0.753944647861065,-1.44447239616201,0.0253616141930139,0.0389271287613701,0.01303779432199,866,"tags=70%, list=17%, signal=58%","sll0898/slr1787/sll1945/sll0635/sll1815/slr0118/slr0633"
"syn01250","syn01250","Biosynthesis of nucleotide sugars - Synechocystis sp. PCC 6803",39,-0.601888059764778,-1.31399511411464,0.026026026026026,0.039039039039039,0.013075276233171,1623,"tags=62%, list=32%, signal=42%","sll0593/slr0984/sll1395/slr0836/slr1448/sll1213/slr0624/slr0862/slr2074/sll0244/sll1758/sll1558/slr0985/slr0809/slr0007/sll0220/slr1349/sll0083/sll1370/slr0493/slr1424/slr1020/sll0899/slr0017"
"syn00300","syn00300","Lysine biosynthesis - Synechocystis sp. PCC 6803",12,-0.724089593331851,-1.41778360733729,0.0269057645681984,0.0394617880333576,0.0132168668054308,1206,"tags=83%, list=24%, signal=64%","slr1665/sll0006/sll1058/slr0549/sll0504/slr1351/slr1022/slr0550/slr0528/slr0657"
