"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0008270","GO:0008270","zinc ion binding",58,-0.681029960282019,-1.52912646708867,2.16636241538244e-05,0.000238299865692069,0.000163772852454749,627,"tags=36%, list=12%, signal=32%","slr0780/sll1994/sll0083/slr0938/slr0066/slr0426/slr1390/slr0228/sll0362/slr1604/slr0118/slr0958/slr1265/sll1789/sll1894/slr0050/sll0018/sll0179/sll1931/sll1362/sll0336"
"GO:0000049","GO:0000049","tRNA binding",26,-0.759197043859963,-1.62846341120278,9.49626111760425e-05,0.000957539662691762,0.000658074235342751,487,"tags=54%, list=10%, signal=49%","sll1805/sll1744/slr1550/sll0362/sll0825/sll1808/sll0454/sll0179/sll1101/slr1129/sll1553/sll1097/sll1362/sll0078"
"GO:0046872","GO:0046872","metal ion binding",219,-0.546963230691167,-1.26858458678092,0.000187049651419577,0.00174100060167453,0.00119651194025479,1378,"tags=40%, list=27%, signal=31%","sll0257/sll1221/sll0031/slr0298/slr1972/slr1971/sll1223/sll1967/slr2059/sll1253/slr1507/slr1426/sll1852/sll0915/sll0807/sll1045/sll1209/sll1220/slr1331/slr1790/slr1185/sll0098/slr0348/sll1108/slr2094/slr0400/slr1756/slr7016/slr1238/sll0898/slr1821/slr2058/slr1189/slr0665/slr0915/sll0868/sll0250/slr1979/sll0622/slr1542/slr0378/slr2043/slr1598/slr0898/slr0900/slr1646/slr0591/sll1443/slr0812/sll1959/slr1848/slr0054/slr0738/sll1470/slr0839/slr0902/slr0292/sll1786/slr2130/sll0053/slr0342/sll0037/slr1159/ssl0020/sll0554/sll1185/sll0657/sll0825/slr1167/sll1018/slr0901/sll2005/sll1831/sll0851/slr0649/slr1255/ssl0563/sll0660/sll1184/slr0611/slr1129/sll1070/sll1316/slr1874/slr2075/sll0370/slr0963/sll0078"
"GO:0000162","GO:0000162","tryptophan biosynthetic process",10,-0.856303837118246,-1.63899353350441,0.000330280032309302,0.00285456313638754,0.00196181372574698,745,"tags=100%, list=15%, signal=86%","sll1634/slr1979/slr0966/slr0055/slr0738/sll0356/slr0546/slr0652/slr0543"
"GO:0030089","GO:0030089","phycobilisome",24,0.571637097395788,2.04134033960376,0.000394057732422701,0.00298006160144668,0.00204806321456536,262,"tags=38%, list=5%, signal=36%","slr2051/sll1051/sll1579/sll1580/slr1878/sll1578/sll1577/slr1459/ssr3383"
"GO:0051085","GO:0051085","chaperone cofactor-dependent protein refolding",10,-0.854127071045726,-1.63482713209155,0.000377090468153335,0.00298006160144668,0.00204806321456536,204,"tags=50%, list=4%, signal=48%","slr2076/sll1933/slr2075/sll1932/sll0170"
"GO:0022625","GO:0022625","cytosolic large ribosomal subunit",20,-0.765513240464133,-1.60881083796017,0.000494681936718734,0.00352097143193922,0.00241980637775727,1129,"tags=95%, list=22%, signal=74%","sll1821/sll1811/ssl3436/sll1813/sll1801/sll1799/sll1803/sll1806/sll1819/sll1746/sll1740/sll1808/sll1745/sll0767/sll1802/ssr2799/ssl1426/sll1743/sll1810"
"GO:0006633","GO:0006633","fatty acid biosynthetic process",12,-0.827392553835107,-1.62806452127504,0.000633854011969224,0.00426090752490423,0.00292833140032566,609,"tags=83%, list=12%, signal=74%","sll0728/slr0495/slr1332/sll0053/sll0541/slr0435/sll1605/slr1510/sll1069/sll0336"
"GO:0000105","GO:0000105","histidine biosynthetic process",13,-0.805893039483213,-1.60379933947891,0.00111646659574615,0.0071101293729097,0.00488647429717152,739,"tags=85%, list=14%, signal=73%","slr0084/sll0753/sll1959/slr1848/sll1958/slr1560/sll1893/slr0652/sll0900/slr0608/slr0500"
"GO:0022627","GO:0022627","cytosolic small ribosomal subunit",11,-0.806415784163125,-1.5571703843038,0.00198840311486753,0.0120298388449485,0.00826757084602813,716,"tags=82%, list=14%, signal=71%","sll1822/sll1809/ssl3432/sll1804/sll1817/ssl3437/ssl1784/sll1097/sll1260"
"GO:0006541","GO:0006541","glutamine metabolic process",15,-0.762195022103841,-1.54053464078942,0.00222369985608145,0.0124468099650317,0.0085541364700957,739,"tags=67%, list=14%, signal=57%","slr0084/sll1443/slr0213/sll1498/slr0055/sll0220/slr1742/sll0757/slr0199/sll0370"
"GO:1990904","GO:1990904","ribonucleoprotein complex",15,-0.761227348467612,-1.53857879653124,0.00226305635727848,0.0124468099650317,0.0085541364700957,801,"tags=73%, list=16%, signal=62%","slr1356/ssl0601/sll1800/sll1807/ssr1398/sml0006/sll1805/ssl3445/sll1824/slr1678/smr0011"
"GO:0015995","GO:0015995","chlorophyll biosynthetic process",15,-0.758287320373391,-1.53263646551006,0.00249919569823633,0.0131479425863737,0.00903599360003067,923,"tags=67%, list=18%, signal=55%","sll0017/slr0506/sll1214/slr1030/slr1777/slr1887/slr0056/slr1055/sll1185/slr1808"
"GO:0005509","GO:0005509","calcium ion binding",11,0.707761337967252,2.13955159457196,0.00278758050459122,0.0140540517106474,0.00965872192380293,840,"tags=45%, list=16%, signal=38%","sll1638/slr5005/sll1951/sll1009/sll0723"
"GO:0009097","GO:0009097","isoleucine biosynthetic process",10,-0.812448003239406,-1.55505203398275,0.0031883222355354,0.0146102387699071,0.0100409644438683,758,"tags=70%, list=15%, signal=60%","slr0549/sll1688/slr0032/sll1363/slr2088/sll0065/slr0452"
"GO:0030170","GO:0030170","pyridoxal phosphate binding",26,-0.693520336327296,-1.48758810610222,0.00319008247375632,0.0146102387699071,0.0100409644438683,1173,"tags=62%, list=23%, signal=48%","sll0006/slr0556/slr0077/sll0017/sll0504/slr1022/sll1713/slr1666/slr1140/sll1958/sll0402/slr0827/slr1367/sll1931/slr0917/sll1172"
"GO:0005525","GO:0005525","GTP binding",37,-0.6646433085243,-1.46261366556297,0.00326013592386356,0.0146102387699071,0.0100409644438683,1111,"tags=59%, list=22%, signal=47%","sll0503/slr1228/slr1413/slr0267/slr1974/sll0898/sll0804/slr1428/slr1463/slr0902/sll0643/slr0426/slr1531/sll1098/slr0901/slr0744/sll1823/sll1894/sll1099/sll1633/slr2102/slr1462"
"GO:0007049","GO:0007049","cell cycle",12,-0.787624997362045,-1.54981369886735,0.00432293234261418,0.0186812433377256,0.0128387840250572,685,"tags=75%, list=13%, signal=65%","slr1351/slr1423/sll0657/slr1424/slr0528/slr1267/sll2010/slr1656/slr0017"
"GO:0042026","GO:0042026","protein refolding",10,-0.803880150372157,-1.53865288354486,0.00471064378898992,0.0196547551195786,0.0135078351843994,417,"tags=50%, list=8%, signal=46%","sll0897/slr0156/slr2076/sll1932/sll0170"
"GO:0016310","GO:0016310","phosphorylation",53,-0.604229952420943,-1.35336080042086,0.00509888748348643,0.020565512850062,0.0141337582875589,1185,"tags=43%, list=23%, signal=34%","sll1852/slr1652/sll1595/sll1760/slr0599/slr0400/slr0676/slr0394/slr1787/slr0812/sll1275/sll1669/slr0054/slr1898/slr1882/sll1815/slr1093/sll0144/slr1123/slr0657/slr0379/sll0469/sll1525"
"GO:0005840","GO:0005840","ribosome",20,-0.707587509876737,-1.48707350117778,0.00631138637008079,0.0246347661541863,0.0169303743034425,964,"tags=75%, list=19%, signal=61%","sll1821/sll1096/ssl0438/slr1356/ssl0601/sll1800/sll1807/ssr1398/sml0006/sll1805/ssl3445/sll1824/sll1097/slr1678/smr0011"
"GO:0006099","GO:0006099","tricarboxylic acid cycle",10,-0.794378328299365,-1.52046608551973,0.00666275740351461,0.0251935514320396,0.0173144024630807,834,"tags=50%, list=16%, signal=42%","sll0891/slr0665/sll0920/sll0401/slr1289"
"GO:0051301","GO:0051301","cell division",18,-0.71931926388663,-1.49121729522482,0.0076591298973828,0.0280834762904036,0.0193005187206776,836,"tags=61%, list=16%, signal=51%","slr1577/slr1351/slr1423/sll0657/slr1424/slr0528/slr1267/sll1633/sll2010/slr1656/slr0017"
"GO:0006096","GO:0006096","glycolytic process",15,-0.716277994224638,-1.44772798370216,0.0112086539287815,0.0398896213347814,0.0274143548103326,975,"tags=60%, list=19%, signal=49%","sll0400/slr0752/slr0394/slr1096/slr1349/sll1275/sll1342/sll0018/slr1945"
"GO:0051082","GO:0051082","unfolded protein binding",14,-0.729459601687518,-1.46148819280253,0.0137690254354243,0.0470422017720441,0.0323300038276771,607,"tags=50%, list=12%, signal=44%","sll0897/slr1219/slr2076/sll1933/slr2075/sll1932/sll0170"
"GO:0006189","GO:0006189","'de novo' IMP biosynthetic process",16,-0.699823823016361,-1.42396353465968,0.0139960269735007,0.0470422017720441,0.0323300038276771,862,"tags=62%, list=17%, signal=52%","sll1056/slr0838/sll0421/slr0597/slr0070/sll1489/slr0519/slr1159/slr1226/sll0757"
